Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version
ENSG00000273529	ENSG00000273529.2	ENST00000612705	ENST00000612705.2
ENSG00000273529	ENSG00000273529.2	ENST00000612705	ENST00000612705.2
ENSG00000273529	ENSG00000273529.2	ENST00000612705	ENST00000612705.2
ENSG00000225351	ENSG00000225351.4	ENST00000426120	ENST00000426120.2
ENSG00000277800	ENSG00000277800.3	ENST00000628739	ENST00000628739.2
ENSG00000277800	ENSG00000277800.3	ENST00000628957	ENST00000628957.2
ENSG00000277800	ENSG00000277800.3	ENST00000628957	ENST00000628957.2
ENSG00000277800	ENSG00000277800.3	ENST00000628957	ENST00000628957.2
ENSG00000277800	ENSG00000277800.3	ENST00000625441	ENST00000625441.2
ENSG00000277800	ENSG00000277800.3	ENST00000619509	ENST00000619509.1
ENSG00000277800	ENSG00000277800.3	ENST00000619509	ENST00000619509.1
ENSG00000277800	ENSG00000277800.3	ENST00000619509	ENST00000619509.1
ENSG00000276219	ENSG00000276219.4	ENST00000395385	ENST00000395385.7
ENSG00000277015	ENSG00000277015.4	ENST00000631929	ENST00000631929.1
ENSG00000277015	ENSG00000277015.4	ENST00000614883	ENST00000614883.4
ENSG00000277015	ENSG00000277015.4	ENST00000633643	ENST00000633643.1
ENSG00000275746	ENSG00000275746.1	ENST00000621843	ENST00000621843.1
ENSG00000275746	ENSG00000275746.1	ENST00000621843	ENST00000621843.1
ENSG00000278062	ENSG00000278062.2	ENST00000612318	ENST00000612318.2
ENSG00000231321	ENSG00000231321.9	ENST00000456244	ENST00000456244.6
ENSG00000231321	ENSG00000231321.9	ENST00000456244	ENST00000456244.6
ENSG00000231321	ENSG00000231321.9	ENST00000456244	ENST00000456244.6
ENSG00000231321	ENSG00000231321.9	ENST00000456244	ENST00000456244.6
ENSG00000231321	ENSG00000231321.9	ENST00000456244	ENST00000456244.6
ENSG00000231321	ENSG00000231321.9	ENST00000431820	ENST00000431820.6
ENSG00000231321	ENSG00000231321.9	ENST00000431820	ENST00000431820.6
ENSG00000231321	ENSG00000231321.9	ENST00000431820	ENST00000431820.6
ENSG00000231321	ENSG00000231321.9	ENST00000431820	ENST00000431820.6
ENSG00000231321	ENSG00000231321.9	ENST00000431820	ENST00000431820.6
ENSG00000223852	ENSG00000223852.7	ENST00000437216	ENST00000437216.5
ENSG00000223852	ENSG00000223852.7	ENST00000437216	ENST00000437216.5
ENSG00000223852	ENSG00000223852.7	ENST00000547542	ENST00000547542.2
ENSG00000223852	ENSG00000223852.7	ENST00000547542	ENST00000547542.2
ENSG00000223852	ENSG00000223852.7	ENST00000548574	ENST00000548574.1
ENSG00000223852	ENSG00000223852.7	ENST00000548574	ENST00000548574.1
ENSG00000223687	ENSG00000223687.4	ENST00000452316	ENST00000452316.2
ENSG00000226858	ENSG00000226858.7	ENST00000435906	ENST00000435906.5
ENSG00000226858	ENSG00000226858.7	ENST00000435906	ENST00000435906.5
ENSG00000226858	ENSG00000226858.7	ENST00000549501	ENST00000549501.2
ENSG00000226858	ENSG00000226858.7	ENST00000549501	ENST00000549501.2
ENSG00000226858	ENSG00000226858.7	ENST00000549167	ENST00000549167.1
ENSG00000226858	ENSG00000226858.7	ENST00000549167	ENST00000549167.1
ENSG00000274352	ENSG00000274352.4	ENST00000611844	ENST00000611844.4
ENSG00000274352	ENSG00000274352.4	ENST00000617261	ENST00000617261.4
ENSG00000274352	ENSG00000274352.4	ENST00000611146	ENST00000611146.4
ENSG00000274352	ENSG00000274352.4	ENST00000622212	ENST00000622212.1
ENSG00000233831	ENSG00000233831.4	ENST00000458265	ENST00000458265.2
ENSG00000276340	ENSG00000276340.4	ENST00000620499	ENST00000620499.4
ENSG00000276340	ENSG00000276340.4	ENST00000618766	ENST00000618766.2
ENSG00000276340	ENSG00000276340.4	ENST00000633071	ENST00000633071.1
ENSG00000225987	ENSG00000225987.7	ENST00000453487	ENST00000453487.2
ENSG00000225987	ENSG00000225987.7	ENST00000453487	ENST00000453487.2
ENSG00000225987	ENSG00000225987.7	ENST00000453487	ENST00000453487.2
ENSG00000225987	ENSG00000225987.7	ENST00000453487	ENST00000453487.2
ENSG00000225987	ENSG00000225987.7	ENST00000453487	ENST00000453487.2
ENSG00000236353	ENSG00000236353.7	ENST00000420432	ENST00000420432.2
ENSG00000236353	ENSG00000236353.7	ENST00000420432	ENST00000420432.2
ENSG00000236353	ENSG00000236353.7	ENST00000420432	ENST00000420432.2
ENSG00000236353	ENSG00000236353.7	ENST00000420432	ENST00000420432.2
ENSG00000236353	ENSG00000236353.7	ENST00000420432	ENST00000420432.2
ENSG00000235589	ENSG00000235589.4	ENST00000436574	ENST00000436574.2
ENSG00000235712	ENSG00000235712.10	ENST00000431161	ENST00000431161.6
ENSG00000235712	ENSG00000235712.10	ENST00000431161	ENST00000431161.6
ENSG00000235712	ENSG00000235712.10	ENST00000431161	ENST00000431161.6
ENSG00000235712	ENSG00000235712.10	ENST00000431161	ENST00000431161.6
ENSG00000235712	ENSG00000235712.10	ENST00000431161	ENST00000431161.6
ENSG00000235712	ENSG00000235712.10	ENST00000415909	ENST00000415909.6
ENSG00000235712	ENSG00000235712.10	ENST00000415909	ENST00000415909.6
ENSG00000235712	ENSG00000235712.10	ENST00000415909	ENST00000415909.6
ENSG00000235712	ENSG00000235712.10	ENST00000415909	ENST00000415909.6
ENSG00000235712	ENSG00000235712.10	ENST00000415909	ENST00000415909.6
ENSG00000234669	ENSG00000234669.7	ENST00000446005	ENST00000446005.5
ENSG00000234669	ENSG00000234669.7	ENST00000446005	ENST00000446005.5
ENSG00000234669	ENSG00000234669.7	ENST00000553137	ENST00000553137.1
ENSG00000234669	ENSG00000234669.7	ENST00000553137	ENST00000553137.1
ENSG00000234669	ENSG00000234669.7	ENST00000547911	ENST00000547911.2
ENSG00000234669	ENSG00000234669.7	ENST00000547911	ENST00000547911.2
ENSG00000281518	ENSG00000281518.7	ENST00000643531	ENST00000643531.2
ENSG00000281518	ENSG00000281518.7	ENST00000642843	ENST00000642843.2
ENSG00000281518	ENSG00000281518.7	ENST00000630406	ENST00000630406.6
ENSG00000281518	ENSG00000281518.7	ENST00000643181	ENST00000643181.1
ENSG00000228628	ENSG00000228628.8	ENST00000425571	ENST00000425571.6
ENSG00000228628	ENSG00000228628.8	ENST00000425571	ENST00000425571.6
ENSG00000228628	ENSG00000228628.8	ENST00000425571	ENST00000425571.6
ENSG00000228628	ENSG00000228628.8	ENST00000425571	ENST00000425571.6
ENSG00000228628	ENSG00000228628.8	ENST00000425571	ENST00000425571.6
ENSG00000228628	ENSG00000228628.8	ENST00000425571	ENST00000425571.6
ENSG00000228628	ENSG00000228628.8	ENST00000435768	ENST00000435768.6
ENSG00000228628	ENSG00000228628.8	ENST00000435768	ENST00000435768.6
ENSG00000228628	ENSG00000228628.8	ENST00000435768	ENST00000435768.6
ENSG00000228628	ENSG00000228628.8	ENST00000435768	ENST00000435768.6
ENSG00000228628	ENSG00000228628.8	ENST00000435768	ENST00000435768.6
ENSG00000228628	ENSG00000228628.8	ENST00000435768	ENST00000435768.6
ENSG00000228628	ENSG00000228628.8	ENST00000436157	ENST00000436157.1
ENSG00000283034	ENSG00000283034.2	ENST00000635479	ENST00000635479.2
ENSG00000283034	ENSG00000283034.2	ENST00000634579	ENST00000634579.1
ENSG00000281626	ENSG00000281626.4	ENST00000628759	ENST00000628759.2
ENSG00000281894	ENSG00000281894.3	ENST00000629379	ENST00000629379.3
ENSG00000281894	ENSG00000281894.3	ENST00000625422	ENST00000625422.2
ENSG00000281894	ENSG00000281894.3	ENST00000629459	ENST00000629459.2
ENSG00000281894	ENSG00000281894.3	ENST00000626497	ENST00000626497.2
ENSG00000235178	ENSG00000235178.4	ENST00000429714	ENST00000429714.2
ENSG00000280661	ENSG00000280661.2	ENST00000625494	ENST00000625494.1
ENSG00000281709	ENSG00000281709.3	ENST00000627517	ENST00000627517.2
ENSG00000281709	ENSG00000281709.3	ENST00000628172	ENST00000628172.3
ENSG00000281709	ENSG00000281709.3	ENST00000627752	ENST00000627752.2
ENSG00000281709	ENSG00000281709.3	ENST00000627845	ENST00000627845.1
ENSG00000276194	ENSG00000276194.4	ENST00000610754	ENST00000610754.4
ENSG00000276194	ENSG00000276194.4	ENST00000610754	ENST00000610754.4
ENSG00000276194	ENSG00000276194.4	ENST00000610754	ENST00000610754.4
ENSG00000276194	ENSG00000276194.4	ENST00000610754	ENST00000610754.4
ENSG00000276194	ENSG00000276194.4	ENST00000633792	ENST00000633792.1
ENSG00000276194	ENSG00000276194.4	ENST00000633792	ENST00000633792.1
ENSG00000276194	ENSG00000276194.4	ENST00000633792	ENST00000633792.1
ENSG00000276194	ENSG00000276194.4	ENST00000633792	ENST00000633792.1
ENSG00000276194	ENSG00000276194.4	ENST00000632625	ENST00000632625.1
ENSG00000276194	ENSG00000276194.4	ENST00000614955	ENST00000614955.4
ENSG00000276194	ENSG00000276194.4	ENST00000616941	ENST00000616941.3
ENSG00000281306	ENSG00000281306.3	ENST00000625394	ENST00000625394.3
ENSG00000281306	ENSG00000281306.3	ENST00000625394	ENST00000625394.3
ENSG00000169260	ENSG00000169260.11	ENST00000383655	ENST00000383655.4
ENSG00000281448	ENSG00000281448.3	ENST00000630464	ENST00000630464.2
ENSG00000281448	ENSG00000281448.3	ENST00000626630	ENST00000626630.2
ENSG00000281448	ENSG00000281448.3	ENST00000628995	ENST00000628995.3
ENSG00000281661	ENSG00000281661.3	ENST00000627775	ENST00000627775.2
ENSG00000281661	ENSG00000281661.3	ENST00000625592	ENST00000625592.3
ENSG00000169953	ENSG00000169953.12	ENST00000344884	ENST00000344884.4
ENSG00000169953	ENSG00000169953.12	ENST00000344884	ENST00000344884.4
ENSG00000169953	ENSG00000169953.12	ENST00000344884	ENST00000344884.4
ENSG00000169953	ENSG00000169953.12	ENST00000382852	ENST00000382852.1
ENSG00000169953	ENSG00000169953.12	ENST00000382852	ENST00000382852.1
ENSG00000169953	ENSG00000169953.12	ENST00000382852	ENST00000382852.1
ENSG00000169953	ENSG00000169953.12	ENST00000304790	ENST00000304790.3
ENSG00000169953	ENSG00000169953.12	ENST00000304790	ENST00000304790.3
ENSG00000169953	ENSG00000169953.12	ENST00000304790	ENST00000304790.3
ENSG00000223858	ENSG00000223858.7	ENST00000416974	ENST00000416974.5
ENSG00000223858	ENSG00000223858.7	ENST00000416974	ENST00000416974.5
ENSG00000223858	ENSG00000223858.7	ENST00000552898	ENST00000552898.2
ENSG00000223858	ENSG00000223858.7	ENST00000552898	ENST00000552898.2
ENSG00000223858	ENSG00000223858.7	ENST00000552809	ENST00000552809.1
ENSG00000223858	ENSG00000223858.7	ENST00000552809	ENST00000552809.1
ENSG00000274577	ENSG00000274577.2	ENST00000620305	ENST00000620305.2
ENSG00000274577	ENSG00000274577.2	ENST00000620305	ENST00000620305.2
ENSG00000274577	ENSG00000274577.2	ENST00000620305	ENST00000620305.2
ENSG00000274577	ENSG00000274577.2	ENST00000620305	ENST00000620305.2
ENSG00000274577	ENSG00000274577.2	ENST00000620305	ENST00000620305.2
ENSG00000206366	ENSG00000206366.6	ENST00000375525	ENST00000375525.4
ENSG00000172468	ENSG00000172468.14	ENST00000307393	ENST00000307393.3
ENSG00000172468	ENSG00000172468.14	ENST00000307393	ENST00000307393.3
ENSG00000172468	ENSG00000172468.14	ENST00000307393	ENST00000307393.3
ENSG00000172468	ENSG00000172468.14	ENST00000309834	ENST00000309834.8
ENSG00000172468	ENSG00000172468.14	ENST00000309834	ENST00000309834.8
ENSG00000172468	ENSG00000172468.14	ENST00000309834	ENST00000309834.8
ENSG00000172468	ENSG00000172468.14	ENST00000338876	ENST00000338876.8
ENSG00000172468	ENSG00000172468.14	ENST00000338876	ENST00000338876.8
ENSG00000172468	ENSG00000172468.14	ENST00000338876	ENST00000338876.8
ENSG00000172468	ENSG00000172468.14	ENST00000382856	ENST00000382856.2
ENSG00000172468	ENSG00000172468.14	ENST00000382856	ENST00000382856.2
ENSG00000172468	ENSG00000172468.14	ENST00000382856	ENST00000382856.2
ENSG00000176679	ENSG00000176679.9	ENST00000321217	ENST00000321217.5
ENSG00000176679	ENSG00000176679.9	ENST00000321217	ENST00000321217.5
ENSG00000176679	ENSG00000176679.9	ENST00000559055	ENST00000559055.2
ENSG00000176679	ENSG00000176679.9	ENST00000559055	ENST00000559055.2
ENSG00000233911	ENSG00000233911.9	ENST00000451077	ENST00000451077.6
ENSG00000233911	ENSG00000233911.9	ENST00000451077	ENST00000451077.6
ENSG00000233911	ENSG00000233911.9	ENST00000451077	ENST00000451077.6
ENSG00000233911	ENSG00000233911.9	ENST00000451077	ENST00000451077.6
ENSG00000233911	ENSG00000233911.9	ENST00000451077	ENST00000451077.6
ENSG00000233911	ENSG00000233911.9	ENST00000451077	ENST00000451077.6
ENSG00000233911	ENSG00000233911.9	ENST00000451077	ENST00000451077.6
ENSG00000233911	ENSG00000233911.9	ENST00000429603	ENST00000429603.2
ENSG00000233911	ENSG00000233911.9	ENST00000429603	ENST00000429603.2
ENSG00000233911	ENSG00000233911.9	ENST00000429603	ENST00000429603.2
ENSG00000233911	ENSG00000233911.9	ENST00000429603	ENST00000429603.2
ENSG00000233911	ENSG00000233911.9	ENST00000429603	ENST00000429603.2
ENSG00000233911	ENSG00000233911.9	ENST00000429603	ENST00000429603.2
ENSG00000233911	ENSG00000233911.9	ENST00000429603	ENST00000429603.2
ENSG00000184895	ENSG00000184895.8	ENST00000383070	ENST00000383070.2
ENSG00000184895	ENSG00000184895.8	ENST00000383070	ENST00000383070.2
ENSG00000184895	ENSG00000184895.8	ENST00000383070	ENST00000383070.2
ENSG00000184895	ENSG00000184895.8	ENST00000383070	ENST00000383070.2
ENSG00000067646	ENSG00000067646.12	ENST00000383052	ENST00000383052.5
ENSG00000067646	ENSG00000067646.12	ENST00000155093	ENST00000155093.8
ENSG00000067646	ENSG00000067646.12	ENST00000625061	ENST00000625061.3
ENSG00000067646	ENSG00000067646.12	ENST00000449237	ENST00000449237.4
ENSG00000228333	ENSG00000228333.9	ENST00000455462	ENST00000455462.6
ENSG00000228333	ENSG00000228333.9	ENST00000455462	ENST00000455462.6
ENSG00000228333	ENSG00000228333.9	ENST00000455462	ENST00000455462.6
ENSG00000228333	ENSG00000228333.9	ENST00000455462	ENST00000455462.6
ENSG00000228333	ENSG00000228333.9	ENST00000455462	ENST00000455462.6
ENSG00000228333	ENSG00000228333.9	ENST00000415157	ENST00000415157.6
ENSG00000228333	ENSG00000228333.9	ENST00000415157	ENST00000415157.6
ENSG00000228333	ENSG00000228333.9	ENST00000415157	ENST00000415157.6
ENSG00000228333	ENSG00000228333.9	ENST00000415157	ENST00000415157.6
ENSG00000228333	ENSG00000228333.9	ENST00000415157	ENST00000415157.6
ENSG00000206454	ENSG00000206454.12	ENST00000376243	ENST00000376243.8
ENSG00000206454	ENSG00000206454.12	ENST00000376243	ENST00000376243.8
ENSG00000206454	ENSG00000206454.12	ENST00000376243	ENST00000376243.8
ENSG00000206454	ENSG00000206454.12	ENST00000376243	ENST00000376243.8
ENSG00000206454	ENSG00000206454.12	ENST00000376243	ENST00000376243.8
ENSG00000206454	ENSG00000206454.12	ENST00000376243	ENST00000376243.8
ENSG00000206454	ENSG00000206454.12	ENST00000376243	ENST00000376243.8
ENSG00000206454	ENSG00000206454.12	ENST00000383524	ENST00000383524.4
ENSG00000206454	ENSG00000206454.12	ENST00000383524	ENST00000383524.4
ENSG00000206454	ENSG00000206454.12	ENST00000383524	ENST00000383524.4
ENSG00000206454	ENSG00000206454.12	ENST00000383524	ENST00000383524.4
ENSG00000206454	ENSG00000206454.12	ENST00000383524	ENST00000383524.4
ENSG00000206454	ENSG00000206454.12	ENST00000383524	ENST00000383524.4
ENSG00000206454	ENSG00000206454.12	ENST00000383524	ENST00000383524.4
ENSG00000234852	ENSG00000234852.2	ENST00000458242	ENST00000458242.2
ENSG00000274636	ENSG00000274636.2	ENST00000633051	ENST00000633051.1
ENSG00000274636	ENSG00000274636.2	ENST00000633051	ENST00000633051.1
ENSG00000274636	ENSG00000274636.2	ENST00000612491	ENST00000612491.1
ENSG00000274636	ENSG00000274636.2	ENST00000612491	ENST00000612491.1
ENSG00000234196	ENSG00000234196.2	ENST00000432044	ENST00000432044.2
ENSG00000232005	ENSG00000232005.7	ENST00000431537	ENST00000431537.2
ENSG00000232005	ENSG00000232005.7	ENST00000431537	ENST00000431537.2
ENSG00000232005	ENSG00000232005.7	ENST00000431537	ENST00000431537.2
ENSG00000232005	ENSG00000232005.7	ENST00000431537	ENST00000431537.2
ENSG00000232005	ENSG00000232005.7	ENST00000431537	ENST00000431537.2
ENSG00000281178	ENSG00000281178.4	ENST00000625732	ENST00000625732.3
ENSG00000281178	ENSG00000281178.4	ENST00000625732	ENST00000625732.3
ENSG00000281178	ENSG00000281178.4	ENST00000625732	ENST00000625732.3
ENSG00000281178	ENSG00000281178.4	ENST00000625732	ENST00000625732.3
ENSG00000281178	ENSG00000281178.4	ENST00000629738	ENST00000629738.4
ENSG00000281178	ENSG00000281178.4	ENST00000629738	ENST00000629738.4
ENSG00000281178	ENSG00000281178.4	ENST00000629738	ENST00000629738.4
ENSG00000281178	ENSG00000281178.4	ENST00000629738	ENST00000629738.4
ENSG00000280774	ENSG00000280774.2	ENST00000629267	ENST00000629267.1
ENSG00000280774	ENSG00000280774.2	ENST00000629267	ENST00000629267.1
ENSG00000280774	ENSG00000280774.2	ENST00000629267	ENST00000629267.1
ENSG00000280774	ENSG00000280774.2	ENST00000640845	ENST00000640845.1
ENSG00000280774	ENSG00000280774.2	ENST00000640845	ENST00000640845.1
ENSG00000280774	ENSG00000280774.2	ENST00000640845	ENST00000640845.1
ENSG00000206280	ENSG00000206280.7	ENST00000383196	ENST00000383196.4
ENSG00000234539	ENSG00000234539.9	ENST00000427136	ENST00000427136.6
ENSG00000234539	ENSG00000234539.9	ENST00000427136	ENST00000427136.6
ENSG00000234539	ENSG00000234539.9	ENST00000427136	ENST00000427136.6
ENSG00000234539	ENSG00000234539.9	ENST00000427136	ENST00000427136.6
ENSG00000234539	ENSG00000234539.9	ENST00000427136	ENST00000427136.6
ENSG00000234539	ENSG00000234539.9	ENST00000427136	ENST00000427136.6
ENSG00000234539	ENSG00000234539.9	ENST00000439240	ENST00000439240.6
ENSG00000234539	ENSG00000234539.9	ENST00000439240	ENST00000439240.6
ENSG00000234539	ENSG00000234539.9	ENST00000439240	ENST00000439240.6
ENSG00000234539	ENSG00000234539.9	ENST00000439240	ENST00000439240.6
ENSG00000234539	ENSG00000234539.9	ENST00000439240	ENST00000439240.6
ENSG00000234539	ENSG00000234539.9	ENST00000439240	ENST00000439240.6
ENSG00000234539	ENSG00000234539.9	ENST00000417614	ENST00000417614.1
ENSG00000281526	ENSG00000281526.3	ENST00000626389	ENST00000626389.3
ENSG00000281601	ENSG00000281601.5	ENST00000625684	ENST00000625684.3
ENSG00000281601	ENSG00000281601.5	ENST00000678949	ENST00000678949.1
ENSG00000280568	ENSG00000280568.2	ENST00000630440	ENST00000630440.2
ENSG00000280568	ENSG00000280568.2	ENST00000628273	ENST00000628273.2
ENSG00000280568	ENSG00000280568.2	ENST00000630528	ENST00000630528.2
ENSG00000280568	ENSG00000280568.2	ENST00000626829	ENST00000626829.2
ENSG00000280568	ENSG00000280568.2	ENST00000626168	ENST00000626168.2
ENSG00000281277	ENSG00000281277.4	ENST00000634955	ENST00000634955.1
ENSG00000281277	ENSG00000281277.4	ENST00000634955	ENST00000634955.1
ENSG00000281277	ENSG00000281277.4	ENST00000626640	ENST00000626640.4
ENSG00000281277	ENSG00000281277.4	ENST00000626640	ENST00000626640.4
ENSG00000227322	ENSG00000227322.11	ENST00000443603	ENST00000443603.6
ENSG00000227322	ENSG00000227322.11	ENST00000443603	ENST00000443603.6
ENSG00000227322	ENSG00000227322.11	ENST00000443603	ENST00000443603.6
ENSG00000227322	ENSG00000227322.11	ENST00000443603	ENST00000443603.6
ENSG00000227322	ENSG00000227322.11	ENST00000443603	ENST00000443603.6
ENSG00000227322	ENSG00000227322.11	ENST00000436753	ENST00000436753.6
ENSG00000227322	ENSG00000227322.11	ENST00000436753	ENST00000436753.6
ENSG00000227322	ENSG00000227322.11	ENST00000436753	ENST00000436753.6
ENSG00000227322	ENSG00000227322.11	ENST00000436753	ENST00000436753.6
ENSG00000227322	ENSG00000227322.11	ENST00000436753	ENST00000436753.6
ENSG00000227322	ENSG00000227322.11	ENST00000531100	ENST00000531100.5
ENSG00000224952	ENSG00000224952.7	ENST00000433552	ENST00000433552.2
ENSG00000224952	ENSG00000224952.7	ENST00000433552	ENST00000433552.2
ENSG00000224952	ENSG00000224952.7	ENST00000433552	ENST00000433552.2
ENSG00000224952	ENSG00000224952.7	ENST00000433552	ENST00000433552.2
ENSG00000224952	ENSG00000224952.7	ENST00000433552	ENST00000433552.2
ENSG00000230336	ENSG00000230336.9	ENST00000454714	ENST00000454714.6
ENSG00000230336	ENSG00000230336.9	ENST00000454714	ENST00000454714.6
ENSG00000230336	ENSG00000230336.9	ENST00000454714	ENST00000454714.6
ENSG00000230336	ENSG00000230336.9	ENST00000454714	ENST00000454714.6
ENSG00000230336	ENSG00000230336.9	ENST00000454714	ENST00000454714.6
ENSG00000230336	ENSG00000230336.9	ENST00000454714	ENST00000454714.6
ENSG00000230336	ENSG00000230336.9	ENST00000454714	ENST00000454714.6
ENSG00000230336	ENSG00000230336.9	ENST00000433348	ENST00000433348.2
ENSG00000230336	ENSG00000230336.9	ENST00000433348	ENST00000433348.2
ENSG00000230336	ENSG00000230336.9	ENST00000433348	ENST00000433348.2
ENSG00000230336	ENSG00000230336.9	ENST00000433348	ENST00000433348.2
ENSG00000230336	ENSG00000230336.9	ENST00000433348	ENST00000433348.2
ENSG00000230336	ENSG00000230336.9	ENST00000433348	ENST00000433348.2
ENSG00000230336	ENSG00000230336.9	ENST00000433348	ENST00000433348.2
ENSG00000283009	ENSG00000283009.2	ENST00000635400	ENST00000635400.2
ENSG00000283009	ENSG00000283009.2	ENST00000635400	ENST00000635400.2
ENSG00000283009	ENSG00000283009.2	ENST00000635349	ENST00000635349.1
ENSG00000283009	ENSG00000283009.2	ENST00000635349	ENST00000635349.1
ENSG00000282899	ENSG00000282899.2	ENST00000634683	ENST00000634683.2
ENSG00000282899	ENSG00000282899.2	ENST00000634683	ENST00000634683.2
ENSG00000282899	ENSG00000282899.2	ENST00000634683	ENST00000634683.2
ENSG00000282899	ENSG00000282899.2	ENST00000634683	ENST00000634683.2
ENSG00000229253	ENSG00000229253.5	ENST00000416097	ENST00000416097.2
ENSG00000237900	ENSG00000237900.2	ENST00000441555	ENST00000441555.2
ENSG00000237582	ENSG00000237582.10	ENST00000437747	ENST00000437747.6
ENSG00000237582	ENSG00000237582.10	ENST00000437747	ENST00000437747.6
ENSG00000237582	ENSG00000237582.10	ENST00000437747	ENST00000437747.6
ENSG00000237582	ENSG00000237582.10	ENST00000437747	ENST00000437747.6
ENSG00000237582	ENSG00000237582.10	ENST00000437747	ENST00000437747.6
ENSG00000237582	ENSG00000237582.10	ENST00000437747	ENST00000437747.6
ENSG00000237582	ENSG00000237582.10	ENST00000437747	ENST00000437747.6
ENSG00000237582	ENSG00000237582.10	ENST00000429314	ENST00000429314.2
ENSG00000237582	ENSG00000237582.10	ENST00000429314	ENST00000429314.2
ENSG00000237582	ENSG00000237582.10	ENST00000429314	ENST00000429314.2
ENSG00000237582	ENSG00000237582.10	ENST00000429314	ENST00000429314.2
ENSG00000237582	ENSG00000237582.10	ENST00000429314	ENST00000429314.2
ENSG00000237582	ENSG00000237582.10	ENST00000429314	ENST00000429314.2
ENSG00000237582	ENSG00000237582.10	ENST00000429314	ENST00000429314.2
ENSG00000232099	ENSG00000232099.7	ENST00000448114	ENST00000448114.5
ENSG00000232099	ENSG00000232099.7	ENST00000448114	ENST00000448114.5
ENSG00000232099	ENSG00000232099.7	ENST00000548337	ENST00000548337.1
ENSG00000232099	ENSG00000232099.7	ENST00000548337	ENST00000548337.1
ENSG00000232099	ENSG00000232099.7	ENST00000548001	ENST00000548001.2
ENSG00000232099	ENSG00000232099.7	ENST00000548001	ENST00000548001.2
ENSG00000229094	ENSG00000229094.9	ENST00000412166	ENST00000412166.6
ENSG00000229094	ENSG00000229094.9	ENST00000412166	ENST00000412166.6
ENSG00000229094	ENSG00000229094.9	ENST00000412166	ENST00000412166.6
