File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF874EIX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAJ	TF ChIP-seq	/human-donors/ENCDO000ACA/	EFO:0002785	GM12891	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4, 5, 6	1_1, 2_1, 3_1, 4_1, 5_1, 6_1							/files/ENCFF306UFQ/, /files/ENCFF046OHO/, /files/ENCFF807TIP/, /files/ENCFF726GUM/, /files/ENCFF356LFX/, /files/ENCFF890VUI/, /files/ENCFF936BHK/, /files/ENCFF428YQS/, /files/ENCFF606HMW/	317961	ENCODE Processing Pipeline	5eadfe2f8671b6495cb06fc6cc2fa6b3		https://www.encodeproject.org/files/ENCFF874EIX/@@download/ENCFF874EIX.bed.gz				released	s3://encode-public/2020/12/26/1a3ea07b-ee95-4bb5-9e72-90d03805b8be/ENCFF874EIX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/1a3ea07b-ee95-4bb5-9e72-90d03805b8be/ENCFF874EIX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, borderline replicate concordance, low read depth	insufficient read depth, insufficient read length	extremely low read depth
ENCFF405SOT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAJ	TF ChIP-seq	/human-donors/ENCDO000ACA/	EFO:0002785	GM12891	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4, 5, 6	1_1, 2_1, 3_1, 4_1, 5_1, 6_1							/files/ENCFF306UFQ/, /files/ENCFF046OHO/, /files/ENCFF807TIP/, /files/ENCFF726GUM/, /files/ENCFF356LFX/, /files/ENCFF890VUI/, /files/ENCFF936BHK/, /files/ENCFF428YQS/, /files/ENCFF606HMW/	368040	ENCODE Processing Pipeline	7685a02fdceb9c2bed5ec119bc16cb6e		https://www.encodeproject.org/files/ENCFF405SOT/@@download/ENCFF405SOT.bed.gz				released	s3://encode-public/2020/12/26/7dff754c-eeb3-4fa5-b946-505301a27349/ENCFF405SOT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/7dff754c-eeb3-4fa5-b946-505301a27349/ENCFF405SOT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, borderline replicate concordance, low read depth	insufficient read depth, insufficient read length	extremely low read depth
ENCFF358SSI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAJ	TF ChIP-seq	/human-donors/ENCDO000ACA/	EFO:0002785	GM12891	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4, 5, 6	1_1, 2_1, 3_1, 4_1, 5_1, 6_1							/files/ENCFF306UFQ/, /files/ENCFF046OHO/, /files/ENCFF807TIP/, /files/ENCFF726GUM/, /files/ENCFF356LFX/, /files/ENCFF890VUI/, /files/ENCFF936BHK/, /files/ENCFF428YQS/, /files/ENCFF606HMW/	353195	ENCODE Processing Pipeline	6dc2311667f5bfce93913c85596e7203		https://www.encodeproject.org/files/ENCFF358SSI/@@download/ENCFF358SSI.bed.gz				released	s3://encode-public/2020/12/26/5093429f-7b80-4958-9769-0ab62b576302/ENCFF358SSI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/5093429f-7b80-4958-9769-0ab62b576302/ENCFF358SSI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, borderline replicate concordance, low read depth	insufficient read depth, insufficient read length	extremely low read depth
ENCFF450ZPG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAJ	TF ChIP-seq	/human-donors/ENCDO000ACA/	EFO:0002785	GM12891	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4, 5, 6	1_1, 2_1, 3_1, 4_1, 5_1, 6_1							/files/ENCFF306UFQ/, /files/ENCFF046OHO/, /files/ENCFF807TIP/, /files/ENCFF726GUM/, /files/ENCFF356LFX/, /files/ENCFF890VUI/, /files/ENCFF936BHK/, /files/ENCFF428YQS/, /files/ENCFF606HMW/	390019	ENCODE Processing Pipeline	2a62207e72bafe0c811ad5b13146942b		https://www.encodeproject.org/files/ENCFF450ZPG/@@download/ENCFF450ZPG.bed.gz				released	s3://encode-public/2020/12/26/5443cfd4-4557-4adc-ae25-e048cb5faff7/ENCFF450ZPG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/5443cfd4-4557-4adc-ae25-e048cb5faff7/ENCFF450ZPG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, borderline replicate concordance, low read depth	insufficient read depth, insufficient read length	extremely low read depth
ENCFF522CAF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAJ	TF ChIP-seq	/human-donors/ENCDO000ACA/	EFO:0002785	GM12891	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4, 5, 6	1_1, 2_1, 3_1, 4_1, 5_1, 6_1							/files/ENCFF306UFQ/, /files/ENCFF046OHO/, /files/ENCFF807TIP/, /files/ENCFF726GUM/, /files/ENCFF356LFX/, /files/ENCFF890VUI/, /files/ENCFF936BHK/, /files/ENCFF428YQS/, /files/ENCFF606HMW/	325935	ENCODE Processing Pipeline	4e5f0b7907a821d2c347d61c344a3950		https://www.encodeproject.org/files/ENCFF522CAF/@@download/ENCFF522CAF.bed.gz				released	s3://encode-public/2020/12/26/c67cbe0c-578f-428f-b523-06c2977899b4/ENCFF522CAF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/c67cbe0c-578f-428f-b523-06c2977899b4/ENCFF522CAF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, borderline replicate concordance, low read depth	insufficient read depth, insufficient read length	extremely low read depth
ENCFF517CWL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAJ	TF ChIP-seq	/human-donors/ENCDO000ACA/	EFO:0002785	GM12891	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4, 5, 6	1_1, 2_1, 3_1, 4_1, 5_1, 6_1							/files/ENCFF306UFQ/, /files/ENCFF046OHO/, /files/ENCFF807TIP/, /files/ENCFF726GUM/, /files/ENCFF356LFX/, /files/ENCFF890VUI/, /files/ENCFF936BHK/, /files/ENCFF428YQS/, /files/ENCFF606HMW/	332477	ENCODE Processing Pipeline	e6b60af94385afc64ce0351f3db95ff0		https://www.encodeproject.org/files/ENCFF517CWL/@@download/ENCFF517CWL.bed.gz				released	s3://encode-public/2020/12/26/fb608cfe-0c8d-4069-b1da-cb47a3323fd7/ENCFF517CWL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/fb608cfe-0c8d-4069-b1da-cb47a3323fd7/ENCFF517CWL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, borderline replicate concordance, low read depth	insufficient read depth, insufficient read length	extremely low read depth
ENCFF041JLW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAJ	TF ChIP-seq	/human-donors/ENCDO000ACA/	EFO:0002785	GM12891	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		5	5_1							/files/ENCFF306UFQ/, /files/ENCFF046OHO/, /files/ENCFF726GUM/, /files/ENCFF356LFX/	134103	ENCODE Processing Pipeline	534bbf8fa501e5f9dff3ac0128b88112		https://www.encodeproject.org/files/ENCFF041JLW/@@download/ENCFF041JLW.bed.gz				released	s3://encode-public/2020/12/26/d62cd578-30fe-4642-843e-51c8c5103192/ENCFF041JLW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/d62cd578-30fe-4642-843e-51c8c5103192/ENCFF041JLW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, borderline replicate concordance, low read depth	insufficient read depth, insufficient read length	extremely low read depth
ENCFF165BRV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAJ	TF ChIP-seq	/human-donors/ENCDO000ACA/	EFO:0002785	GM12891	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4, 5, 6	1_1, 2_1, 3_1, 4_1, 5_1, 6_1							/files/ENCFF306UFQ/, /files/ENCFF046OHO/, /files/ENCFF807TIP/, /files/ENCFF726GUM/, /files/ENCFF356LFX/, /files/ENCFF890VUI/, /files/ENCFF936BHK/, /files/ENCFF428YQS/, /files/ENCFF606HMW/	311170	ENCODE Processing Pipeline	3e971a5d729e80bbc1cb87c724cc4cd5		https://www.encodeproject.org/files/ENCFF165BRV/@@download/ENCFF165BRV.bed.gz				released	s3://encode-public/2020/12/26/7aa62911-9e43-4a8f-82a3-5471ab31660d/ENCFF165BRV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/7aa62911-9e43-4a8f-82a3-5471ab31660d/ENCFF165BRV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, borderline replicate concordance, low read depth	insufficient read depth, insufficient read length	extremely low read depth
ENCFF895IKO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAJ	TF ChIP-seq	/human-donors/ENCDO000ACA/	EFO:0002785	GM12891	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4, 5, 6	1_1, 2_1, 3_1, 4_1, 5_1, 6_1							/files/ENCFF306UFQ/, /files/ENCFF046OHO/, /files/ENCFF807TIP/, /files/ENCFF726GUM/, /files/ENCFF356LFX/, /files/ENCFF890VUI/, /files/ENCFF936BHK/, /files/ENCFF428YQS/, /files/ENCFF606HMW/	341968	ENCODE Processing Pipeline	8dc1829ef71a886806c95aef8a6a0706		https://www.encodeproject.org/files/ENCFF895IKO/@@download/ENCFF895IKO.bed.gz				released	s3://encode-public/2020/12/26/dd1c6b30-855a-4296-b2f6-7619b91dc7af/ENCFF895IKO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/dd1c6b30-855a-4296-b2f6-7619b91dc7af/ENCFF895IKO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, borderline replicate concordance, low read depth	insufficient read depth, insufficient read length	extremely low read depth
ENCFF994QYT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAJ	TF ChIP-seq	/human-donors/ENCDO000ACA/	EFO:0002785	GM12891	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4, 5, 6	1_1, 2_1, 3_1, 4_1, 5_1, 6_1							/files/ENCFF306UFQ/, /files/ENCFF046OHO/, /files/ENCFF807TIP/, /files/ENCFF726GUM/, /files/ENCFF356LFX/, /files/ENCFF890VUI/, /files/ENCFF936BHK/, /files/ENCFF428YQS/, /files/ENCFF606HMW/	293631	ENCODE Processing Pipeline	79732697b25364e93f77be14b2cf03d1		https://www.encodeproject.org/files/ENCFF994QYT/@@download/ENCFF994QYT.bed.gz				released	s3://encode-public/2020/12/26/961650ed-ab68-49c8-9dd1-351bd492375a/ENCFF994QYT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/961650ed-ab68-49c8-9dd1-351bd492375a/ENCFF994QYT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, borderline replicate concordance, low read depth	insufficient read depth, insufficient read length	extremely low read depth
ENCFF842XLO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAJ	TF ChIP-seq	/human-donors/ENCDO000ACA/	EFO:0002785	GM12891	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4, 5, 6	1_1, 2_1, 3_1, 4_1, 5_1, 6_1							/files/ENCFF306UFQ/, /files/ENCFF046OHO/, /files/ENCFF807TIP/, /files/ENCFF726GUM/, /files/ENCFF356LFX/, /files/ENCFF890VUI/, /files/ENCFF936BHK/, /files/ENCFF428YQS/, /files/ENCFF606HMW/	281936	ENCODE Processing Pipeline	bdd4ef35f5e1fd2422bdc6a5037538c8		https://www.encodeproject.org/files/ENCFF842XLO/@@download/ENCFF842XLO.bed.gz				released	s3://encode-public/2020/12/26/9ca32dad-2f7e-455e-8bae-5482d9e3e9ca/ENCFF842XLO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/9ca32dad-2f7e-455e-8bae-5482d9e3e9ca/ENCFF842XLO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, borderline replicate concordance, low read depth	insufficient read depth, insufficient read length	extremely low read depth
