File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF198MNR	tsv	tsv		microRNA quantifications	GRCh38	ENCSR010OLA	microRNA-seq	/human-donors/ENCDO430XKI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											miRNA					unstranded	2022-08-01	ENCODE			<30	1	1_1							/files/ENCFF415YBP/, /files/ENCFF123QLG/, /files/ENCFF470CZH/	47052	ENCODE Processing Pipeline	ca2ada37710b92488c16242e534eefc8		https://www.encodeproject.org/files/ENCFF198MNR/@@download/ENCFF198MNR.tsv	V29			released	s3://encode-public/2022/06/25/342a1995-72c9-4ce4-a060-22145cba09ff/ENCFF198MNR.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/25/342a1995-72c9-4ce4-a060-22145cba09ff/ENCFF198MNR.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released			
ENCFF187MBB	tsv	tsv		microRNA quantifications	GRCh38	ENCSR224HDT	microRNA-seq	/human-donors/ENCDO856ZOJ/	UBERON:0000992	ovary	tissue	Homo sapiens											miRNA					unstranded	2020-09-01	ENCODE			<30	1	1_1							/files/ENCFF470CZH/, /files/ENCFF112LOD/, /files/ENCFF123QLG/	46590	ENCODE Processing Pipeline	c59387bd740697333ee019ff55b7b217		https://www.encodeproject.org/files/ENCFF187MBB/@@download/ENCFF187MBB.tsv	V29			released	s3://encode-public/2020/08/19/a51c5401-101c-4d21-b3a6-7e49783ea7aa/ENCFF187MBB.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/08/19/a51c5401-101c-4d21-b3a6-7e49783ea7aa/ENCFF187MBB.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released			
ENCFF141QVV	tsv	tsv		microRNA quantifications	GRCh38	ENCSR586WVD	microRNA-seq	/human-donors/ENCDO856ZOJ/	UBERON:0000947	aorta	tissue	Homo sapiens											miRNA					unstranded	2020-09-01	ENCODE			<30	1	1_1							/files/ENCFF123QLG/, /files/ENCFF470CZH/, /files/ENCFF766GNG/	46512	ENCODE Processing Pipeline	ed6108f42e58093280538d0973a5e676		https://www.encodeproject.org/files/ENCFF141QVV/@@download/ENCFF141QVV.tsv	V29			released	s3://encode-public/2020/08/19/8e6519de-8c27-47d7-b5e9-34784e16eb8d/ENCFF141QVV.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/08/19/8e6519de-8c27-47d7-b5e9-34784e16eb8d/ENCFF141QVV.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released			
ENCFF601QBC	tsv	tsv		microRNA quantifications	GRCh38	ENCSR589PZB	microRNA-seq	/human-donors/ENCDO392CRK/	UBERON:0004992	mucosa of descending colon	tissue	Homo sapiens											miRNA					unstranded	2021-07-27	ENCODE			<30	1	1_1							/files/ENCFF470CZH/, /files/ENCFF467QKL/, /files/ENCFF123QLG/	46414	ENCODE Processing Pipeline	b9e8c1fa230cc2a26a2e8563b846da0d		https://www.encodeproject.org/files/ENCFF601QBC/@@download/ENCFF601QBC.tsv	V29			released	s3://encode-public/2021/07/20/6aacfc7b-cc42-4ed3-ad80-9d26a0b6c5e8/ENCFF601QBC.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/20/6aacfc7b-cc42-4ed3-ad80-9d26a0b6c5e8/ENCFF601QBC.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released	borderline microRNAs expressed		
ENCFF379DIZ	tsv	tsv		microRNA quantifications	GRCh38	ENCSR588ZRK	microRNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											miRNA					unstranded	2020-09-01	ENCODE			<30	2	2_1							/files/ENCFF209COB/, /files/ENCFF123QLG/, /files/ENCFF470CZH/	46211	ENCODE Processing Pipeline	b15dee317e2740c9f9976cd82b8224b4		https://www.encodeproject.org/files/ENCFF379DIZ/@@download/ENCFF379DIZ.tsv	V29			released	s3://encode-public/2020/08/19/bb12a2ba-f709-4532-8f64-54634ee202b5/ENCFF379DIZ.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/08/19/bb12a2ba-f709-4532-8f64-54634ee202b5/ENCFF379DIZ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released	borderline microRNAs expressed, borderline number of aligned reads		
ENCFF165FED	tsv	tsv		microRNA quantifications	GRCh38	ENCSR588ZRK	microRNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											miRNA					unstranded	2020-09-01	ENCODE			<30	1	1_1							/files/ENCFF963RFJ/, /files/ENCFF123QLG/, /files/ENCFF470CZH/	46235	ENCODE Processing Pipeline	c1e09d6a8d5b9f4db9906b61eee63dbc		https://www.encodeproject.org/files/ENCFF165FED/@@download/ENCFF165FED.tsv	V29			released	s3://encode-public/2020/08/19/ba18e3d7-e8b5-4116-94ab-52c345395d14/ENCFF165FED.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/08/19/ba18e3d7-e8b5-4116-94ab-52c345395d14/ENCFF165FED.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released	borderline microRNAs expressed, borderline number of aligned reads		
ENCFF851ANC	tsv	tsv		microRNA quantifications	GRCh38	ENCSR588ZRK	microRNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											miRNA					unstranded	2020-09-01	ENCODE			<30	3	3_1							/files/ENCFF123QLG/, /files/ENCFF470CZH/, /files/ENCFF573NRS/	46503	ENCODE Processing Pipeline	f7cb14a9108bed282d3201c5ac3af252		https://www.encodeproject.org/files/ENCFF851ANC/@@download/ENCFF851ANC.tsv	V29			released	s3://encode-public/2020/08/19/da6fc52e-dc5a-4d6a-936b-103aeb6bdb35/ENCFF851ANC.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/08/19/da6fc52e-dc5a-4d6a-936b-103aeb6bdb35/ENCFF851ANC.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released	borderline microRNAs expressed, borderline number of aligned reads		
ENCFF865DDB	tsv	tsv		microRNA quantifications	GRCh38	ENCSR454RTD	microRNA-seq	/human-donors/ENCDO856ZOJ/	UBERON:0002079	left cardiac atrium	tissue	Homo sapiens											miRNA					unstranded	2020-09-01	ENCODE			<30	1	1_1							/files/ENCFF470CZH/, /files/ENCFF934IWW/, /files/ENCFF123QLG/	46835	ENCODE Processing Pipeline	ff194554a349b31dce62cdeaa6a43866		https://www.encodeproject.org/files/ENCFF865DDB/@@download/ENCFF865DDB.tsv	V29			released	s3://encode-public/2020/08/19/f9529f73-3448-4eee-9076-f2f18c3ef8d4/ENCFF865DDB.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/08/19/f9529f73-3448-4eee-9076-f2f18c3ef8d4/ENCFF865DDB.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released			
ENCFF806AZX	tsv	tsv		microRNA quantifications	GRCh38	ENCSR343HIX	microRNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											miRNA					unstranded	2016-02-02	ENCODE			<30	2	2_1							/files/ENCFF262GGJ/, /files/ENCFF123QLG/, /files/ENCFF470CZH/	46715	ENCODE Processing Pipeline	18a33071e9d0eba172225722d4395994		https://www.encodeproject.org/files/ENCFF806AZX/@@download/ENCFF806AZX.tsv	V29			released	s3://encode-public/2019/09/16/f3208ab9-6397-4cab-a585-bf831d252b84/ENCFF806AZX.tsv	https://datasetencode.blob.core.windows.net/dataset/2019/09/16/f3208ab9-6397-4cab-a585-bf831d252b84/ENCFF806AZX.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 GRCh38 V29	released			
ENCFF102FBO	tsv	tsv		microRNA quantifications	GRCh38	ENCSR343HIX	microRNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											miRNA					unstranded	2016-02-02	ENCODE			<30	1	1_1							/files/ENCFF522BMH/, /files/ENCFF123QLG/, /files/ENCFF470CZH/	46721	ENCODE Processing Pipeline	b4da009c92c9d3356c187a77d43feba8		https://www.encodeproject.org/files/ENCFF102FBO/@@download/ENCFF102FBO.tsv	V29			released	s3://encode-public/2019/09/16/60706d00-6d54-4c3b-87d0-9729c07cb137/ENCFF102FBO.tsv	https://datasetencode.blob.core.windows.net/dataset/2019/09/16/60706d00-6d54-4c3b-87d0-9729c07cb137/ENCFF102FBO.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 GRCh38 V29	released			
ENCFF427WMA	tsv	tsv		microRNA quantifications	GRCh38	ENCSR153PPA	microRNA-seq	/human-donors/ENCDO201EUI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											miRNA					unstranded	2022-08-01	ENCODE			<30	1	1_1							/files/ENCFF123QLG/, /files/ENCFF390RFD/, /files/ENCFF470CZH/	46890	ENCODE Processing Pipeline	38ed05915bd2936961cc55aef5400073		https://www.encodeproject.org/files/ENCFF427WMA/@@download/ENCFF427WMA.tsv	V29			released	s3://encode-public/2022/06/24/c9ab8bb8-aac8-4d26-8141-59a8d7ada2f5/ENCFF427WMA.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/c9ab8bb8-aac8-4d26-8141-59a8d7ada2f5/ENCFF427WMA.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released			
ENCFF845PMG	tsv	tsv		microRNA quantifications	GRCh38	ENCSR897QAH	microRNA-seq	/human-donors/ENCDO651VQQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											miRNA					unstranded	2022-08-01	ENCODE			<30	1	1_1							/files/ENCFF123QLG/, /files/ENCFF974IEI/, /files/ENCFF470CZH/	46961	ENCODE Processing Pipeline	9975a4e9bed7726979d4da9fac41c016		https://www.encodeproject.org/files/ENCFF845PMG/@@download/ENCFF845PMG.tsv	V29			released	s3://encode-public/2022/06/24/3d790029-2722-4716-a7ee-e0d4a36f905a/ENCFF845PMG.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/3d790029-2722-4716-a7ee-e0d4a36f905a/ENCFF845PMG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released			
ENCFF720CKX	tsv	tsv		microRNA quantifications	GRCh38	ENCSR350OBF	microRNA-seq	/human-donors/ENCDO000AAM/	EFO:0002793	HL-60	cell line	Homo sapiens	phorbol 13-acetate 12-myristate, lipopolysaccharide, interferon gamma	10 μM, 100 μM	120 hour, 24 hour								miRNA					unstranded	2022-02-12	ENCODE			<30	1	1_1							/files/ENCFF123QLG/, /files/ENCFF470CZH/, /files/ENCFF517HKF/	46674	ENCODE Processing Pipeline	8238742126e9ecca8a02ff1005d195ef		https://www.encodeproject.org/files/ENCFF720CKX/@@download/ENCFF720CKX.tsv	V29			released	s3://encode-public/2022/01/28/be163ac3-3b86-4365-b6d4-87149770043b/ENCFF720CKX.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/01/28/be163ac3-3b86-4365-b6d4-87149770043b/ENCFF720CKX.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released			
ENCFF574EPF	tsv	tsv		microRNA quantifications	GRCh38	ENCSR350OBF	microRNA-seq	/human-donors/ENCDO000AAM/	EFO:0002793	HL-60	cell line	Homo sapiens	phorbol 13-acetate 12-myristate, lipopolysaccharide, interferon gamma	10 μM, 100 μM	120 hour, 24 hour								miRNA					unstranded	2022-02-12	ENCODE			<30	3	3_1							/files/ENCFF123QLG/, /files/ENCFF470CZH/, /files/ENCFF719JXZ/	46737	ENCODE Processing Pipeline	307a53dcbb810ca0c8a583bc3060ef83		https://www.encodeproject.org/files/ENCFF574EPF/@@download/ENCFF574EPF.tsv	V29			released	s3://encode-public/2022/01/28/acd33d4e-7b3c-4a9e-9fe7-4579d75acb99/ENCFF574EPF.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/01/28/acd33d4e-7b3c-4a9e-9fe7-4579d75acb99/ENCFF574EPF.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released			
ENCFF596FVR	tsv	tsv		microRNA quantifications	GRCh38	ENCSR350OBF	microRNA-seq	/human-donors/ENCDO000AAM/	EFO:0002793	HL-60	cell line	Homo sapiens	phorbol 13-acetate 12-myristate, lipopolysaccharide, interferon gamma	10 μM, 100 μM	120 hour, 24 hour								miRNA					unstranded	2022-02-12	ENCODE			<30	2	2_1							/files/ENCFF538OJR/, /files/ENCFF470CZH/, /files/ENCFF123QLG/	46610	ENCODE Processing Pipeline	6b14fd1fe41c0bf3d025be2141e1734d		https://www.encodeproject.org/files/ENCFF596FVR/@@download/ENCFF596FVR.tsv	V29			released	s3://encode-public/2022/01/28/68afa30c-d8c1-4e61-b9a3-276d88bfbd96/ENCFF596FVR.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/01/28/68afa30c-d8c1-4e61-b9a3-276d88bfbd96/ENCFF596FVR.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released			
ENCFF307YBJ	tsv	tsv		microRNA quantifications	GRCh38	ENCSR367JOT	microRNA-seq	/human-donors/ENCDO997SGX/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											miRNA					unstranded	2022-08-01	ENCODE			<30	1	1_1							/files/ENCFF123QLG/, /files/ENCFF470CZH/, /files/ENCFF520JIU/	47296	ENCODE Processing Pipeline	a65918c2a532cf267033444ff847d754		https://www.encodeproject.org/files/ENCFF307YBJ/@@download/ENCFF307YBJ.tsv	V29			released	s3://encode-public/2022/06/24/40bde3f3-74ec-4d78-aefd-c9a843681cf3/ENCFF307YBJ.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/40bde3f3-74ec-4d78-aefd-c9a843681cf3/ENCFF307YBJ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.0 GRCh38 V29	released			
