Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)	10/65	6.891993e-03	2.658975e-01	0	0	2.734148e+00	1.360893e+01	MC3R;OR10H3;OR10H2;OR11H4;OR10H5;OR10H4;HTR1A;OR5T3;OR6T1;OR5T2
GO_Biological_Process_2021	positive regulation of cytokinesis (GO:0032467)	7/37	7.313954e-03	2.733590e-01	0	0	3.505056e+00	1.723777e+01	OR1A2;OPN1MW;OPN1LW;TAS2R13;TAS1R2;CDC14C;RXFP3
GO_Biological_Process_2021	peptidyl-proline modification (GO:0018208)	6/32	1.328475e-02	4.814714e-01	0	0	3.464499e+00	1.497058e+01	PPIAL4H;PPIAL4A;PPIAL4C;PPIAL4E;PPIAL4D;PPIAL4G
GO_Biological_Process_2021	cellular response to interleukin-17 (GO:0097398)	3/9	1.548801e-02	5.292476e-01	0	0	7.496400e+00	3.124266e+01	IL25;IL17F;IL17A
GO_Biological_Process_2021	interleukin-17-mediated signaling pathway (GO:0097400)	3/9	1.548801e-02	5.292476e-01	0	0	7.496400e+00	3.124266e+01	IL25;IL17F;IL17A
GO_Biological_Process_2021	positive regulation of cell division (GO:0051781)	7/44	1.864032e-02	6.192729e-01	0	0	2.840875e+00	1.131358e+01	OR1A2;OPN1MW;OPN1LW;TAS2R13;TAS1R2;CDC14C;RXFP3
GO_Biological_Process_2021	positive regulation of acrosome reaction (GO:2000344)	3/11	2.769626e-02	8.952628e-01	0	0	5.621700e+00	2.016199e+01	PRSS37;FAM170B;IQCF1
GO_Biological_Process_2021	defense response to Gram-positive bacterium (GO:0050830)	9/70	3.011194e-02	9.477337e-01	0	0	2.216198e+00	7.762974e+00	DEFB103A;LCE3C;LCE3B;DEFB104A;DEFB128;RNASE8;DEFA5;DEFB107A;DEFB106A
GO_Biological_Process_2021	growth hormone receptor signaling pathway (GO:0060396)	4/20	3.319198e-02	9.999961e-01	0	0	3.749199e+00	1.276770e+01	GH1;CSH2;CSH1;CSHL1
GO_Biological_Process_2021	intracellular sequestering of iron ion (GO:0006880)	2/5	3.453984e-02	9.999961e-01	0	0	9.988809e+00	3.361875e+01	FTMT;FTHL17
GO_Biological_Process_2021	regulation of programmed cell death (GO:0043067)	19/194	3.569530e-02	9.999961e-01	0	0	1.634026e+00	5.445779e+00	USP17L15;USP17L18;USP17L17;USP17L19;USP17L21;USP17L10;USP17L20;USP17L12;USP17L2;USP17L22;USP17L11;USP17L3;USP17L24;USP17L1;USP17L13;USP17L7;USP17L4;USP17L5;USP17L8
GO_Biological_Process_2021	positive regulation of receptor signaling pathway via STAT (GO:1904894)	5/32	4.710133e-02	9.999961e-01	0	0	2.777778e+00	8.487372e+00	GH1;CSH2;CSH1;CSHL1;CRLF2
GO_Biological_Process_2021	spermatid development (GO:0007286)	6/43	5.011222e-02	9.999961e-01	0	0	2.433083e+00	7.283410e+00	MKKS;PRM2;FAM9A;TSSK1B;RIMBP3C;TNP1
GO_Biological_Process_2021	response to nutrient levels (GO:0031667)	4/23	5.234556e-02	9.999961e-01	0	0	3.156715e+00	9.311956e+00	GH1;CSH2;CSH1;CSHL1
GO_Biological_Process_2021	positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427)	5/33	5.276259e-02	9.999961e-01	0	0	2.678428e+00	7.879810e+00	IL4;GH1;CSH2;CSH1;CSHL1
GO_Biological_Process_2021	regulation of acrosome reaction (GO:0060046)	3/14	5.314091e-02	9.999961e-01	0	0	4.087855e+00	1.199707e+01	PRSS37;FAM170B;IQCF1
GO_Biological_Process_2021	ncRNA 3'-end processing (GO:0043628)	4/24	5.981775e-02	9.999961e-01	0	0	2.998719e+00	8.445750e+00	CT45A7;CT45A8;CT45A3;CT45A1
GO_Biological_Process_2021	regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	8/68	6.152791e-02	9.999961e-01	0	0	2.001285e+00	5.580112e+00	IL21;IL4;GH1;IL3;CSH2;CSH1;CSHL1;IL22RA2
GO_Biological_Process_2021	positive regulation of multicellular organism growth (GO:0040018)	2/7	6.672088e-02	9.999961e-01	0	0	5.992646e+00	1.622352e+01	GH1;GHSR
GO_Biological_Process_2021	regulation of protein processing (GO:0070613)	4/25	6.782346e-02	9.999961e-01	0	0	2.855770e+00	7.684442e+00	PRSS37;TNP2;USP17L2;TNP1
GO_Biological_Process_2021	killing by host of symbiont cells (GO:0051873)	3/16	7.455742e-02	9.999961e-01	0	0	3.458585e+00	8.979128e+00	DEFB103A;DCD;DEFA5
GO_Biological_Process_2021	positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	7/59	7.462004e-02	9.999961e-01	0	0	2.019771e+00	5.242005e+00	IL21;IL4;GH1;IL3;CSH2;CSH1;CSHL1
GO_Biological_Process_2021	protein deubiquitination (GO:0016579)	23/267	7.583488e-02	9.999961e-01	0	0	1.417996e+00	3.657291e+00	USP17L15;PSMB11;USP17L18;USP17L17;USP17L19;USP17L21;USP17L10;USP17L20;USP17L12;USP17L2;USP17L22;USP17L11;USP17L3;USP29;USP17L24;USP17L1;USP17L13;USP17L7;ATXN3L;USP17L4;USP17L5;USP17L8;USP50
GO_Biological_Process_2021	snRNA processing (GO:0016180)	4/26	7.635201e-02	9.999961e-01	0	0	2.725817e+00	7.011894e+00	CT45A7;CT45A8;CT45A3;CT45A1
GO_Biological_Process_2021	aromatic compound biosynthetic process (GO:0019438)	2/8	8.535306e-02	9.999961e-01	0	0	4.993605e+00	1.228906e+01	ASMT;PRG3
GO_Biological_Process_2021	3'-UTR-mediated mRNA stabilization (GO:0070935)	3/18	9.914719e-02	9.999961e-01	0	0	2.997120e+00	6.926793e+00	DAZ4;DAZ3;DAZ2
GO_Biological_Process_2021	protein modification by small protein removal (GO:0070646)	23/276	9.974243e-02	9.999961e-01	0	0	1.366888e+00	3.150902e+00	USP17L15;PSMB11;USP17L18;USP17L17;USP17L19;USP17L21;USP17L10;USP17L20;USP17L12;USP17L2;USP17L22;USP17L11;USP17L3;USP29;USP17L24;USP17L1;USP17L13;USP17L7;ATXN3L;USP17L4;USP17L5;USP17L8;USP50
GO_Biological_Process_2021	antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	7/64	1.045255e-01	9.999961e-01	0	0	1.842105e+00	4.160071e+00	REG3A;SPAG11A;DEFB118;DEFB127;DEFB126;DEFA5;GALP
GO_Biological_Process_2021	regulation of complement-dependent cytotoxicity (GO:1903659)	2/9	1.053145e-01	9.999961e-01	0	0	4.280005e+00	9.633451e+00	IL4;IL13
GO_Biological_Process_2021	regulation of fertilization (GO:0080154)	2/9	1.053145e-01	9.999961e-01	0	0	4.280005e+00	9.633451e+00	PRSS37;FAM170B
GO_Biological_Process_2021	flavonoid glucuronidation (GO:0052696)	2/9	1.053145e-01	9.999961e-01	0	0	4.280005e+00	9.633451e+00	UGT1A5;UGT1A3
GO_Biological_Process_2021	positive regulation of mast cell degranulation (GO:0043306)	2/9	1.053145e-01	9.999961e-01	0	0	4.280005e+00	9.633451e+00	IL4;VAMP7
GO_Biological_Process_2021	snRNA 3'-end processing (GO:0034472)	4/30	1.153953e-01	9.999961e-01	0	0	2.305968e+00	4.979488e+00	CT45A7;CT45A8;CT45A3;CT45A1
GO_Biological_Process_2021	antibacterial humoral response (GO:0019731)	5/44	1.391272e-01	9.999961e-01	0	0	1.921844e+00	3.790581e+00	WFDC12;SEMG2;DEFA5;WFDC10A;WFDC13
GO_Biological_Process_2021	positive regulation of keratinocyte proliferation (GO:0010838)	2/11	1.482925e-01	9.999961e-01	0	0	3.328537e+00	6.352742e+00	CRNN;REG3A
GO_Biological_Process_2021	xenobiotic glucuronidation (GO:0052697)	2/11	1.482925e-01	9.999961e-01	0	0	3.328537e+00	6.352742e+00	UGT1A5;UGT1A3
GO_Biological_Process_2021	cellular response to radiation (GO:0071478)	5/45	1.489759e-01	9.999961e-01	0	0	1.873698e+00	3.567466e+00	OPN1MW;OPN1LW;OPN1MW2;OPN1MW3;GPR52
GO_Biological_Process_2021	positive regulation of translational initiation (GO:0045948)	3/22	1.561871e-01	9.999961e-01	0	0	2.365642e+00	4.392290e+00	DAZ4;DAZ3;DAZ2
GO_Biological_Process_2021	establishment of protein localization to extracellular region (GO:0035592)	5/46	1.591095e-01	9.999961e-01	0	0	1.827900e+00	3.359978e+00	CTAGE1;CTAGE4;CTAGE9;CTAGE8;CTAGE15
GO_Biological_Process_2021	female gamete generation (GO:0007292)	4/34	1.613802e-01	9.999961e-01	0	0	1.998078e+00	3.644480e+00	SPO11;FSHB;CGB3;BMP15
GO_Biological_Process_2021	regulation of flagellated sperm motility (GO:1901317)	2/12	1.709022e-01	9.999961e-01	0	0	2.995524e+00	5.292083e+00	TEX101;PGAM4
GO_Biological_Process_2021	sensory perception of taste (GO:0050909)	2/12	1.709022e-01	9.999961e-01	0	0	2.995524e+00	5.292083e+00	TAS2R60;TAS1R2
GO_Biological_Process_2021	positive regulation of protein maturation (GO:1903319)	2/12	1.709022e-01	9.999961e-01	0	0	2.995524e+00	5.292083e+00	TNP2;TNP1
GO_Biological_Process_2021	positive regulation of reproductive process (GO:2000243)	4/35	1.737881e-01	9.999961e-01	0	0	1.933521e+00	3.383504e+00	PRSS37;FAM170B;PGAM4;IQCF1
GO_Biological_Process_2021	response to light stimulus (GO:0009416)	6/61	1.815624e-01	9.999961e-01	0	0	1.635226e+00	2.789951e+00	OPN1MW;OPN1LW;OPN1MW2;OPN1MW3;GPR52;GNAT1
GO_Biological_Process_2021	antifungal innate immune response (GO:0061760)	2/13	1.940237e-01	9.999961e-01	0	0	2.723058e+00	4.465202e+00	RNASE8;DEFB106A
GO_Biological_Process_2021	gonad development (GO:0008406)	5/51	2.135473e-01	9.999961e-01	0	0	1.628780e+00	2.514669e+00	MKKS;PRKACG;ADAM20;RBMY1B;CCDC182
GO_Biological_Process_2021	growth hormone receptor signaling pathway via JAK-STAT (GO:0060397)	2/14	2.175042e-01	9.999961e-01	0	0	2.496003e+00	3.807746e+00	GH1;CSH1
GO_Biological_Process_2021	T-helper cell differentiation (GO:0042093)	2/14	2.175042e-01	9.999961e-01	0	0	2.496003e+00	3.807746e+00	IL21;IL4
GO_Biological_Process_2021	mucosal immune response (GO:0002385)	3/28	2.548299e-01	9.999961e-01	0	0	1.797312e+00	2.457211e+00	IL4;IFNL2;DEFA5
GO_Biological_Process_2021	negative regulation of epithelial cell differentiation (GO:0030857)	2/16	2.650153e-01	9.999961e-01	0	0	2.139203e+00	2.840793e+00	FOXE3;IL13
GO_Biological_Process_2021	regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645)	2/16	2.650153e-01	9.999961e-01	0	0	2.139203e+00	2.840793e+00	PAEP;IL17F
GO_Biological_Process_2021	ceramide catabolic process (GO:0046514)	2/16	2.650153e-01	9.999961e-01	0	0	2.139203e+00	2.840793e+00	NEU2;ACER1
GO_Biological_Process_2021	regulation of cytokinesis (GO:0032465)	7/84	2.731046e-01	9.999961e-01	0	0	1.362177e+00	1.767970e+00	OR1A2;OPN1MW;OPN1LW;TAS2R13;TAS1R2;CDC14C;RXFP3
GO_Biological_Process_2021	cellular response to light stimulus (GO:0071482)	6/70	2.739711e-01	9.999961e-01	0	0	1.404596e+00	1.818576e+00	OPN1MW;OPN1LW;OPN1MW2;OPN1MW3;GPR52;GNAT1
GO_Biological_Process_2021	5-phosphoribose 1-diphosphate biosynthetic process (GO:0006015)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	PRPS1L1
GO_Biological_Process_2021	5-phosphoribose 1-diphosphate metabolic process (GO:0046391)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	PRPS1L1
GO_Biological_Process_2021	negative regulation of gonadotropin secretion (GO:0032277)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	NPVF
GO_Biological_Process_2021	negative regulation of histone deacetylation (GO:0031064)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	USP17L2
GO_Biological_Process_2021	bile acid secretion (GO:0032782)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	UGT1A3
GO_Biological_Process_2021	negative regulation of keratinocyte differentiation (GO:0045617)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	REG3A
GO_Biological_Process_2021	negative regulation of leukocyte adhesion to vascular endothelial cell (GO:1904995)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	CCL25
GO_Biological_Process_2021	neuroinflammatory response (GO:0150076)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	IL4
GO_Biological_Process_2021	regulation of intracellular cholesterol transport (GO:0032383)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	SCP2D1
GO_Biological_Process_2021	regulation of lyase activity (GO:0051339)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	FTMT
GO_Biological_Process_2021	pentose catabolic process (GO:0019323)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	RPEL1
GO_Biological_Process_2021	disaccharide biosynthetic process (GO:0046351)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	LALBA
GO_Biological_Process_2021	peristalsis (GO:0030432)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	DCANP1
GO_Biological_Process_2021	phenol-containing compound metabolic process (GO:0018958)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	HTR1A
GO_Biological_Process_2021	enteroendocrine cell differentiation (GO:0035883)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	PERCC1
GO_Biological_Process_2021	positive regulation of action potential (GO:0045760)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	NPS
GO_Biological_Process_2021	fructose transmembrane transport (GO:0015755)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	SLC2A7
GO_Biological_Process_2021	positive regulation of fertilization (GO:1905516)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	PRSS37
GO_Biological_Process_2021	indolalkylamine biosynthetic process (GO:0046219)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	ASMT
GO_Biological_Process_2021	indole-containing compound biosynthetic process (GO:0042435)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	ASMT
GO_Biological_Process_2021	positive regulation of mast cell activation involved in immune response (GO:0033008)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	IL4
GO_Biological_Process_2021	positive regulation of membrane permeability (GO:1905710)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	DEFA5
GO_Biological_Process_2021	serotonin metabolic process (GO:0042428)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	HTR1A
GO_Biological_Process_2021	positive regulation of neutrophil extravasation (GO:2000391)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	CD99
GO_Biological_Process_2021	synaptic transmission, glycinergic (GO:0060012)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	SLC6A5
GO_Biological_Process_2021	T cell extravasation (GO:0072683)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	CD99
GO_Biological_Process_2021	thorax and anterior abdomen determination (GO:0007356)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	DCANP1
GO_Biological_Process_2021	vitamin D3 metabolic process (GO:0070640)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	UGT1A3
GO_Biological_Process_2021	zygotic determination of anterior/posterior axis, embryo (GO:0007354)	1/5	2.764065e-01	9.999961e-01	0	0	3.742612e+00	4.812560e+00	DCANP1
GO_Biological_Process_2021	cellular biogenic amine biosynthetic process (GO:0042401)	2/17	2.888200e-01	9.999961e-01	0	0	1.996483e+00	2.479535e+00	ASMT;PRG3
GO_Biological_Process_2021	regulation of NLRP3 inflammasome complex assembly (GO:1900225)	2/17	2.888200e-01	9.999961e-01	0	0	1.996483e+00	2.479535e+00	USP50;PYDC2
GO_Biological_Process_2021	nucleosome assembly (GO:0006334)	5/58	2.975084e-01	9.999961e-01	0	0	1.413129e+00	1.713154e+00	H4C7;H2BC1;H2AB2;H2BW1;H2BW2
GO_Biological_Process_2021	chromatin assembly (GO:0031497)	6/73	3.070265e-01	9.999961e-01	0	0	1.341488e+00	1.584058e+00	H4C7;H1-6;H2BC1;H2AB2;H2BW1;H2BW2
GO_Biological_Process_2021	regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	4/45	3.108773e-01	9.999961e-01	0	0	1.461149e+00	1.707144e+00	GH1;CSH2;CSH1;CSHL1
