Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	nucleus (GO:0005634)	106/4484	9.999918e-01	9.999960e-01	0	0	3.033145e-01	2.478202e-06	KHDC3L;CDY1;RPL10L;H2AB2;DUX4;H2AC18;FERD3L;ATXN3L;USP17L7;SPZ1;USP17L4;USP17L5;ZNF729;PTTG2;PRKACG;TMEM89;USP17L8;PAPOLB;PRM2;TLE7;FLG2;MT1B;HDGFL1;ACTL7A;AKAP17A;GMCL2;NLRP5;ZBED1;PGK2;FAM71B;FAM71A;H4C7;F8A1;PDHA2;ODF1;MT4;FAM205A;H1-7;H1-6;DMRTC2;PYDC2;OCM2;BARHL1;FOXE3;HNRNPCL1;HNRNPCL3;HNRNPCL4;TSSK1B;HMGB4;DMRTB1;RIMBP3C;FAM170A;ADIG;MKKS;RBMY1E;TSPY4;TSPY2;DEFB106A;TSPY3;SETSIP;TSPY1;TSPY8;CDY2A;ZPBP2;RBMY1D;RBMY1B;SLC25A6;PSMB11;CRX;USP17L21;USP17L20;AKAP4;USP17L22;LYZL4;HSFY1;USP17L24;FTMT;SHOX;BPY2;DNAJB8;USP17L15;USP17L18;ANHX;USP17L17;GSX1;USP17L19;H2BC1;PRSS37;TSPY10;USP17L10;PPP2R3B;USP17L2;USP17L12;USP17L3;USP17L11;USP29;TMCO2;USP17L1;USP17L13;FOXR2;FOXR1;SEMG2;CAPZA3;OCM;TNP1;CSNK1A1L
GO_Cellular_Component_2021	endocytic vesicle (GO:0030139)	1/189	9.999919e-01	9.999960e-01	0	0	7.884831e-02	6.382076e-07	VAMP7
GO_Cellular_Component_2021	integral component of plasma membrane (GO:0005887)	41/1454	9.999936e-01	9.999960e-01	0	0	4.149902e-01	2.669398e-06	OR10J1;OR10H3;OR1E2;OR10H2;OR10H5;OR11H4;OR10H4;CSF2RA;LRRC52;RXFP3;P2RY8;OPN1LW;NPBWR1;NPBWR2;OR13F1;TAS1R2;GJA8;CD99;IFITM5;GPR32;GPR52;HTR1A;GPR31;HTR3D;TAAR5;OTOP1;KCNK18;GP5;OR5T3;OR6T1;OR5T2;SLC6A5;MC3R;OR56A5;OPN1MW;OPN1MW2;OPN1MW3;OR56A4;GPR101;OR3A2;IL9R
GO_Cellular_Component_2021	intracellular non-membrane-bounded organelle (GO:0043232)	16/1158	9.999939e-01	9.999960e-01	0	0	1.993977e-01	1.210884e-06	PDHA2;ACTL7A;ODF3;KRT77;CDC14C;AKAP4;DUX4;OR1N2;SETSIP;USP17L24;NLRP5;OR6C6;PANO1;FSCN3;KIF2B;ADIG
GO_Cellular_Component_2021	intracellular organelle lumen (GO:0070013)	11/848	9.999944e-01	9.999960e-01	0	0	1.895140e-01	1.059233e-06	DEFB103A;FLG2;GH1;PDHA2;FTMT;CSH1;DEFA5;THEM5;PRG3;LALBA;BMP15
GO_Cellular_Component_2021	bounding membrane of organelle (GO:0098588)	7/767	9.999946e-01	9.999960e-01	0	0	1.329613e-01	7.228218e-07	RAB41;VAMP7;SPPL2C;SYCN;CNGA2;LALBA;SIGLEC5
GO_Cellular_Component_2021	nuclear lumen (GO:0031981)	9/745	9.999946e-01	9.999960e-01	0	0	1.770444e-01	9.546569e-07	PDHA2;SPO11;NLRP5;PANO1;KIF2B;CDC14C;OR1N2;DUX4;USP17L24
GO_Cellular_Component_2021	nucleolus (GO:0005730)	8/733	9.999946e-01	9.999960e-01	0	0	1.597297e-01	8.573764e-07	PDHA2;NLRP5;PANO1;KIF2B;CDC14C;OR1N2;DUX4;USP17L24
GO_Cellular_Component_2021	endoplasmic reticulum membrane (GO:0005789)	15/712	9.999946e-01	9.999960e-01	0	0	3.137726e-01	1.679359e-06	SPPL2C;CYP4F8;USP17L2;PIGY;CTAGE1;ACER1;VAMP7;MMP27;ZNRF4;CTAGE4;CTAGE9;CTAGE8;UGT1A3;RNF133;CTAGE15
GO_Cellular_Component_2021	mitochondrial inner membrane (GO:0005743)	4/328	9.999947e-01	9.999960e-01	0	0	1.821012e-01	9.604653e-07	SLC25A2;CABS1;MRPS5;SLC25A6
GO_Cellular_Component_2021	cytoskeleton (GO:0005856)	6/600	9.999949e-01	9.999960e-01	0	0	1.470438e-01	7.453112e-07	ACTL7A;ODF3;FSCN3;KRT77;KIF2B;AKAP4
GO_Cellular_Component_2021	lysosome (GO:0005764)	2/477	9.999953e-01	9.999960e-01	0	0	6.149859e-02	2.911449e-07	VAMP7;SPPL2C
GO_Cellular_Component_2021	Golgi membrane (GO:0000139)	4/472	9.999953e-01	9.999960e-01	0	0	1.250847e-01	5.903149e-07	RAB41;GOLGA6D;GOLGA8J;LALBA
GO_Cellular_Component_2021	mitochondrial membrane (GO:0031966)	4/469	9.999953e-01	9.999960e-01	0	0	1.259123e-01	5.930634e-07	SLC25A2;CABS1;MRPS5;SLC25A6
GO_Cellular_Component_2021	organelle inner membrane (GO:0019866)	4/346	9.999953e-01	9.999960e-01	0	0	1.723484e-01	8.036734e-07	SLC25A2;CABS1;MRPS5;SLC25A6
GO_Cellular_Component_2021	integral component of organelle membrane (GO:0031301)	1/214	9.999955e-01	9.999960e-01	0	0	6.950007e-02	3.157237e-07	LRIT1
GO_Cellular_Component_2021	lytic vacuole membrane (GO:0098852)	2/267	9.999955e-01	9.999960e-01	0	0	1.115002e-01	4.978967e-07	VAMP7;SPPL2C
GO_Cellular_Component_2021	cell-substrate junction (GO:0030055)	1/394	9.999955e-01	9.999960e-01	0	0	3.730215e-02	1.664713e-07	CD99
GO_Cellular_Component_2021	focal adhesion (GO:0005925)	1/387	9.999956e-01	9.999960e-01	0	0	3.799310e-02	1.686015e-07	CD99
GO_Cellular_Component_2021	collagen-containing extracellular matrix (GO:0062023)	2/380	9.999956e-01	9.999960e-01	0	0	7.769023e-02	3.428247e-07	GH1;PRG3
GO_Cellular_Component_2021	mitochondrial matrix (GO:0005759)	3/348	9.999957e-01	9.999960e-01	0	0	1.280139e-01	5.545128e-07	PDHA2;FTMT;THEM5
GO_Cellular_Component_2021	microtubule cytoskeleton (GO:0015630)	2/331	9.999958e-01	9.999960e-01	0	0	8.949922e-02	3.787094e-07	TUBB8B;KIF2B
GO_Cellular_Component_2021	lysosomal membrane (GO:0005765)	2/330	9.999958e-01	9.999960e-01	0	0	8.977696e-02	3.795680e-07	VAMP7;SPPL2C
GO_Cellular_Component_2021	endosome membrane (GO:0010008)	2/325	9.999958e-01	9.999960e-01	0	0	9.119144e-02	3.839926e-07	VAMP7;USP50
GO_Cellular_Component_2021	secretory granule lumen (GO:0034774)	2/316	9.999958e-01	9.999960e-01	0	0	9.385103e-02	3.926263e-07	DEFA5;PRG3
GO_Cellular_Component_2021	actin cytoskeleton (GO:0015629)	1/316	9.999958e-01	9.999960e-01	0	0	4.673665e-02	1.944020e-07	FSCN3
GO_Cellular_Component_2021	endoplasmic reticulum lumen (GO:0005788)	1/285	9.999960e-01	9.999960e-01	0	0	5.192537e-02	2.091403e-07	BMP15
GO_Cellular_Component_2021	cell-cell junction (GO:0005911)	1/271	9.999960e-01	9.999960e-01	0	0	5.465921e-02	2.171871e-07	CLDN25
GO_Cellular_Component_2021	early endosome (GO:0005769)	1/266	9.999960e-01	9.999960e-01	0	0	5.570559e-02	2.204327e-07	F8A1
