File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF723KIN	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CKU	CAGE	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	3, 4	3_1, 4_1							/files/ENCFF945JSV/, /files/ENCFF192IFH/	127453	ENCODE Processing Pipeline	83ccb91f2f5edc365623befc5c543f8d		https://www.encodeproject.org/files/ENCFF723KIN/@@download/ENCFF723KIN.bed.gz	V24			released	s3://encode-public/2016/08/04/470cfef1-ee5e-4ae0-82c8-37a3241bc2fa/ENCFF723KIN.bed.gz	ENCODE3 GRCh38 V24	released	low read depth	insufficient read depth	
ENCFF604ZAF	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CKT	CAGE	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF010ZVO/, /files/ENCFF976DYD/	215555	ENCODE Processing Pipeline	4cbbd0c1a079f2dca17e5b2a0feacedc		https://www.encodeproject.org/files/ENCFF604ZAF/@@download/ENCFF604ZAF.bed.gz	V24			released	s3://encode-public/2016/08/04/5125861b-581c-4d9a-a52e-63b473bbb673/ENCFF604ZAF.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF246WDH	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CJM	CAGE	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					forward	2011-12-22	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF875ILB/, /files/ENCFF419FNU/	321645	ENCODE Processing Pipeline	70dbfada5277519a090313e27f0d1013		https://www.encodeproject.org/files/ENCFF246WDH/@@download/ENCFF246WDH.bed.gz	V24			released	s3://encode-public/2016/08/04/096f98b6-0c46-4a61-80f4-5c7c12677ef3/ENCFF246WDH.bed.gz	ENCODE3 GRCh38 V24	released			
ENCFF231MYT	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CJH	CAGE	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA					forward	2011-12-22	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF637EII/, /files/ENCFF254XSU/	259465	ENCODE Processing Pipeline	6b7bc8054a487b47b1d5e62cd91ac240		https://www.encodeproject.org/files/ENCFF231MYT/@@download/ENCFF231MYT.bed.gz	V24			released	s3://encode-public/2016/08/04/e4364286-e7b3-4a84-99a3-02f8a02bd6a4/ENCFF231MYT.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF156SGB	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CIM	CAGE	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA					forward	2011-03-23	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF669SSA/, /files/ENCFF214JNQ/	250867	ENCODE Processing Pipeline	87ea1d5bbccc2e7050e31336a56cfb1f		https://www.encodeproject.org/files/ENCFF156SGB/@@download/ENCFF156SGB.bed.gz	V24			released	s3://encode-public/2016/08/04/9dc5c7cb-a0e6-4537-b462-f5b0751e6bd1/ENCFF156SGB.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF923KQX	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CJO	CAGE	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											polyadenylated mRNA					forward	2011-12-22	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF553ILL/, /files/ENCFF165CEG/	168883	ENCODE Processing Pipeline	b3f38fd9e216ff06d68327a18ea50ad8		https://www.encodeproject.org/files/ENCFF923KQX/@@download/ENCFF923KQX.bed.gz	V24			released	s3://encode-public/2016/08/04/add60f4a-bb53-48e4-8395-230c022746e3/ENCFF923KQX.bed.gz	ENCODE3 GRCh38 V24	released	low replicate concordance	insufficient read depth	
ENCFF976HUN	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CJJ	CAGE	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA					forward	2011-03-23	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF491SRS/, /files/ENCFF350HIW/	292148	ENCODE Processing Pipeline	441feb152b8e14409e78956bfada5ac8		https://www.encodeproject.org/files/ENCFF976HUN/@@download/ENCFF976HUN.bed.gz	V24			released	s3://encode-public/2016/08/04/060f87db-0096-446d-8fcd-76287ee04125/ENCFF976HUN.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF115OFM	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CJV	CAGE	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA					forward	2011-12-22	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF406EQD/, /files/ENCFF439LML/	210289	ENCODE Processing Pipeline	753e64b17a087d20819dc22ca2c3fa5f		https://www.encodeproject.org/files/ENCFF115OFM/@@download/ENCFF115OFM.bed.gz	V24			released	s3://encode-public/2016/08/04/fb8c6d08-a712-4fb2-ab1e-624897bbaaf5/ENCFF115OFM.bed.gz	ENCODE3 GRCh38 V24	released	low read depth	insufficient read depth	
ENCFF251ABO	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CLC	CAGE	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	3, 4	3_1, 4_1							/files/ENCFF904YOR/, /files/ENCFF895WZF/	171837	ENCODE Processing Pipeline	c03e54474a6a33f702724d023dd98f47		https://www.encodeproject.org/files/ENCFF251ABO/@@download/ENCFF251ABO.bed.gz	V24			released	s3://encode-public/2016/08/04/ecfe84ea-8e03-4993-88bc-c46d4203be2d/ENCFF251ABO.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF698DQS	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CJN	CAGE	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA					forward	2011-03-23	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF370YBR/, /files/ENCFF638ZUQ/	238054	ENCODE Processing Pipeline	6cba711a4ac9788fc0e9c37a9b3d8b2d		https://www.encodeproject.org/files/ENCFF698DQS/@@download/ENCFF698DQS.bed.gz	V24			released	s3://encode-public/2016/08/04/6fcabd9a-70eb-4799-9c31-b2bf81cc7312/ENCFF698DQS.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF621TDC	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CKD	CAGE	/human-donors/ENCDO114AAA/, /human-donors/ENCDO115AAA/	CL:0000236	B cell	primary cell	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF836HAY/, /files/ENCFF034BNM/	169570	ENCODE Processing Pipeline	c5a631d15a2c9284bbaeaf752db5ba16		https://www.encodeproject.org/files/ENCFF621TDC/@@download/ENCFF621TDC.bed.gz	V24			released	s3://encode-public/2016/08/04/1e5c603b-f258-4cc5-8c29-8ca134f25102/ENCFF621TDC.bed.gz	ENCODE3 GRCh38 V24	released	inconsistent platforms, low read depth		
ENCFF010KOD	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CKF	CAGE	/human-donors/ENCDO125AAA/, /human-donors/ENCDO126AAA/	CL:0002547	fibroblast of the aortic adventitia	primary cell	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF999HQL/, /files/ENCFF923IKK/	5906	ENCODE Processing Pipeline	1595a1d76938903f16f3c20a577787de		https://www.encodeproject.org/files/ENCFF010KOD/@@download/ENCFF010KOD.bed.gz	V24			released	s3://encode-public/2016/08/04/fd68b2d8-91ba-4115-96d3-b2383b63d8a5/ENCFF010KOD.bed.gz	ENCODE3 GRCh38 V24	released	low replicate concordance	insufficient read depth	extremely low read depth
ENCFF684FRE	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CLE	CAGE	/human-donors/ENCDO133AAA/, /human-donors/ENCDO132AAA/	CL:0002570	mesenchymal stem cell of adipose	primary cell	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF236YCD/, /files/ENCFF529JVI/	3414	ENCODE Processing Pipeline	4f7eede094004ae8c89d4b8abcba9f94		https://www.encodeproject.org/files/ENCFF684FRE/@@download/ENCFF684FRE.bed.gz	V24			released	s3://encode-public/2016/08/04/0907f9f7-434a-448c-99c7-750977080bd8/ENCFF684FRE.bed.gz	ENCODE3 GRCh38 V24	released	low replicate concordance		extremely low read depth
