File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF929VCO	bam	bam		alignments	GRCh38	ENCSR911XSA	total RNA-seq	/human-donors/ENCDO791UJG/	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											RNA					reverse	2021-06-17	ENCODE				1	1_1		100					/files/ENCFF598IDH/, /files/ENCFF660KHL/, /files/ENCFF920JWU/	6235399127	ENCODE Processing Pipeline	3677f5f62d70fb22c22476fa15f16856		https://www.encodeproject.org/files/ENCFF929VCO/@@download/ENCFF929VCO.bam	V29			released	s3://encode-public/2021/05/24/ad574315-2650-457c-9952-3541fccb93ee/ENCFF929VCO.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF421CJK	bam	bam		alignments	GRCh38	ENCSR282GZU	total RNA-seq	/human-donors/ENCDO781BMZ/	NTR:0000666	stimulated activated CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	Interleukin-2, anti-CD3 and anti-CD28 coated beads	10 ng/mL									RNA					reverse	2021-06-17	ENCODE				1	1_1		100					/files/ENCFF598IDH/, /files/ENCFF303BVO/, /files/ENCFF378GYG/	7352430409	ENCODE Processing Pipeline	3f7c8354716da66cb73eb8b1678b9a4a		https://www.encodeproject.org/files/ENCFF421CJK/@@download/ENCFF421CJK.bam	V29			released	s3://encode-public/2021/05/24/69d7495b-0b8c-4ad2-95fa-fa410a121e3e/ENCFF421CJK.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF787LGY	bam	bam		alignments	GRCh38	ENCSR240JQW	total RNA-seq	/human-donors/ENCDO166AGR/	NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens											RNA					reverse	2021-06-17	ENCODE				1	1_1		100					/files/ENCFF598IDH/, /files/ENCFF888WFT/, /files/ENCFF105LEW/	5856870382	ENCODE Processing Pipeline	fde1943ac9121224c539d1e06e865405		https://www.encodeproject.org/files/ENCFF787LGY/@@download/ENCFF787LGY.bam	V29			released	s3://encode-public/2021/05/24/2cdc2324-b4f3-4014-811a-99df481b75a0/ENCFF787LGY.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF799LEP	bam	bam		alignments	GRCh38	ENCSR473XAP	total RNA-seq	/human-donors/ENCDO166AGR/	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											RNA					reverse	2021-06-17	ENCODE				1	1_1		100					/files/ENCFF595XWX/, /files/ENCFF598IDH/, /files/ENCFF787IRE/	6689175270	ENCODE Processing Pipeline	c5dbc3af94270a53a21bc80113d05eb1		https://www.encodeproject.org/files/ENCFF799LEP/@@download/ENCFF799LEP.bam	V29			released	s3://encode-public/2021/05/24/630f6540-38d9-4936-900d-3008a8804af1/ENCFF799LEP.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF894UNP	bam	bam		alignments	GRCh38	ENCSR437HKI	total RNA-seq	/human-donors/ENCDO166AGR/	NTR:0000502	activated naive CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											RNA					reverse	2021-06-17	ENCODE				1	1_1		100					/files/ENCFF184NJE/, /files/ENCFF762WJG/, /files/ENCFF598IDH/	6269010173	ENCODE Processing Pipeline	76a8b0227b7a83031bfdb17cf53e88a8		https://www.encodeproject.org/files/ENCFF894UNP/@@download/ENCFF894UNP.bam	V29			released	s3://encode-public/2021/05/24/6453ccba-6761-4316-8856-b44e5cf0a53e/ENCFF894UNP.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF805NJB	bam	bam		alignments	GRCh38	ENCSR266XAJ	total RNA-seq	/human-donors/ENCDO000AAW/	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											RNA					reverse	2021-10-08	ENCODE				1	1_1		100					/files/ENCFF783SRR/, /files/ENCFF451LZF/, /files/ENCFF598IDH/	8613123832	ENCODE Processing Pipeline	2c804d76cbbf1f99e15cb016d242e573		https://www.encodeproject.org/files/ENCFF805NJB/@@download/ENCFF805NJB.bam	V29			released	s3://encode-public/2022/02/10/7fc72366-f635-4734-bf86-04e0d42eac9b/ENCFF805NJB.bam	ENCODE4 v1.2.4 GRCh38 V29	released	missing spikeins		
ENCFF719UWQ	bam	bam		alignments	GRCh38	ENCSR266XAJ	total RNA-seq	/human-donors/ENCDO000AAW/	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											RNA					reverse	2021-10-08	ENCODE				2	2_1		100					/files/ENCFF498FDF/, /files/ENCFF181VTP/, /files/ENCFF598IDH/	8394322853	ENCODE Processing Pipeline	ae3aff34954c0b94f7b318178250ffb2		https://www.encodeproject.org/files/ENCFF719UWQ/@@download/ENCFF719UWQ.bam	V29			released	s3://encode-public/2022/02/10/fb78e166-ba75-4085-8ced-7027c41103db/ENCFF719UWQ.bam	ENCODE4 v1.2.4 GRCh38 V29	released	missing spikeins		
ENCFF595BXY	bam	bam		alignments	GRCh38	ENCSR266XAJ	total RNA-seq	/human-donors/ENCDO000AAW/	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											RNA					reverse	2021-10-08	ENCODE				3	3_1		100					/files/ENCFF962ARN/, /files/ENCFF767RMY/, /files/ENCFF598IDH/	8376508704	ENCODE Processing Pipeline	03f41fa190994fe8339b6b8d3b4904b5		https://www.encodeproject.org/files/ENCFF595BXY/@@download/ENCFF595BXY.bam	V29			released	s3://encode-public/2022/02/10/64cfa315-f48c-4cdd-b36e-03f49938f487/ENCFF595BXY.bam	ENCODE4 v1.2.4 GRCh38 V29	released	missing spikeins		
ENCFF794QMR	bam	bam		alignments	GRCh38	ENCSR401DHH	total RNA-seq	/human-donors/ENCDO791UJG/	NTR:0000499	activated CD4-positive, alpha-beta memory T cell	primary cell	Homo sapiens											RNA					reverse	2021-06-17	ENCODE				1	1_1		100					/files/ENCFF144WNL/, /files/ENCFF598IDH/, /files/ENCFF859GCA/	7207068199	ENCODE Processing Pipeline	f9777a3f6c0df6d165531cbf58b30440		https://www.encodeproject.org/files/ENCFF794QMR/@@download/ENCFF794QMR.bam	V29			released	s3://encode-public/2021/05/24/cf8c1577-2134-42fa-a7f0-b6089c0e0902/ENCFF794QMR.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF449IHE	bam	bam		alignments	GRCh38	ENCSR152FDX	total RNA-seq	/human-donors/ENCDO791UJG/	NTR:0000664	stimulated activated naive CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	10 ng/mL									RNA					reverse	2021-06-17	ENCODE				1	1_1		100					/files/ENCFF111XOI/, /files/ENCFF598IDH/, /files/ENCFF144HUJ/	6629629679	ENCODE Processing Pipeline	a5d1fd06d592ab04be3040ebc11d716c		https://www.encodeproject.org/files/ENCFF449IHE/@@download/ENCFF449IHE.bam	V29			released	s3://encode-public/2021/05/24/f4142ec2-407b-4011-a8c7-323217ebdea4/ENCFF449IHE.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF586TED	bam	bam		alignments	GRCh38	ENCSR409UYW	total RNA-seq	/human-donors/ENCDO166AGR/	NTR:0000502	activated naive CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											RNA					reverse	2021-06-17	ENCODE				1	1_1		100					/files/ENCFF526JST/, /files/ENCFF361PWW/, /files/ENCFF598IDH/	7325367589	ENCODE Processing Pipeline	6aa1c63c4505a74dc10e8f2f6c5afff1		https://www.encodeproject.org/files/ENCFF586TED/@@download/ENCFF586TED.bam	V29			released	s3://encode-public/2021/05/24/ac1eed46-9ec1-4dc0-974e-61676ed086fc/ENCFF586TED.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF603VKW	bam	bam		alignments	GRCh38	ENCSR458FZP	total RNA-seq	/human-donors/ENCDO791UJG/	NTR:0000664	stimulated activated naive CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	10 ng/mL									RNA					reverse	2021-06-17	ENCODE				1	1_1		100					/files/ENCFF349YCJ/, /files/ENCFF598IDH/, /files/ENCFF082WWV/	7594253425	ENCODE Processing Pipeline	075989d0bae000c8cee0dcaa1a5e41a0		https://www.encodeproject.org/files/ENCFF603VKW/@@download/ENCFF603VKW.bam	V29			released	s3://encode-public/2021/05/24/31ee80e0-f095-401d-80b5-975aac1c84bf/ENCFF603VKW.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF830EST	bam	bam		alignments	GRCh38	ENCSR254JJM	total RNA-seq	/human-donors/ENCDO735HIP/	EFO:0005698	Daoy	cell line	Homo sapiens											RNA	rRNA				reverse	2014-06-30	ENCODE		shearing (Covaris generic)	>200	1	1_1		101					/files/ENCFF002DHO/, /files/ENCFF002DHN/, /files/ENCFF742NER/	15786972819	ENCODE Processing Pipeline	10cfa9bd4d42dfb3dbc23eff69fc7e3c		https://www.encodeproject.org/files/ENCFF830EST/@@download/ENCFF830EST.bam	V24			released	s3://encode-public/2016/02/26/a053c936-1d50-4c9b-994b-b0b99c52b4c1/ENCFF830EST.bam	ENCODE3 GRCh38 V24	archived			
ENCFF062NYP	bam	bam		alignments	GRCh38	ENCSR254JJM	total RNA-seq	/human-donors/ENCDO735HIP/	EFO:0005698	Daoy	cell line	Homo sapiens											RNA	rRNA				reverse	2014-06-30	ENCODE		shearing (Covaris generic)	>200	2	2_1		101					/files/ENCFF002DLW/, /files/ENCFF002DLV/, /files/ENCFF742NER/	21072575089	ENCODE Processing Pipeline	35e7324bafe88d4b0e1b6ebafcb3a6da		https://www.encodeproject.org/files/ENCFF062NYP/@@download/ENCFF062NYP.bam	V24			released	s3://encode-public/2016/02/26/2fdf1d0b-06f3-4cdd-a7af-b250d0ac930d/ENCFF062NYP.bam	ENCODE3 GRCh38 V24	archived			
ENCFF431EBQ	bam	bam		alignments	GRCh38	ENCSR254JJM	total RNA-seq	/human-donors/ENCDO735HIP/	EFO:0005698	Daoy	cell line	Homo sapiens											RNA	rRNA				reverse	2014-06-30	ENCODE		shearing (Covaris generic)	>200	1	1_1		101					/files/ENCFF002DHO/, /files/ENCFF002DHN/, /files/ENCFF598IDH/	15788151737	ENCODE Processing Pipeline	a94c7e18271b905e1ffaafd1b383631c		https://www.encodeproject.org/files/ENCFF431EBQ/@@download/ENCFF431EBQ.bam	V29			released	s3://encode-public/2021/04/08/e7beb03e-9d4c-4c9a-b74a-3a324891d38c/ENCFF431EBQ.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF158JPO	bam	bam		alignments	GRCh38	ENCSR254JJM	total RNA-seq	/human-donors/ENCDO735HIP/	EFO:0005698	Daoy	cell line	Homo sapiens											RNA	rRNA				reverse	2014-06-30	ENCODE		shearing (Covaris generic)	>200	2	2_1		101					/files/ENCFF002DLV/, /files/ENCFF598IDH/, /files/ENCFF002DLW/	21074492505	ENCODE Processing Pipeline	fa8f45f7a9ffc1494a1a7edc43018f7d		https://www.encodeproject.org/files/ENCFF158JPO/@@download/ENCFF158JPO.bam	V29			released	s3://encode-public/2021/04/08/7cb221bf-4090-4a71-a740-43a3121b455e/ENCFF158JPO.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF922NIO	bam	bam		alignments	GRCh38	ENCSR532LJV	total RNA-seq	/human-donors/ENCDO845WKR/	UBERON:0002046	thyroid gland	tissue	Homo sapiens											RNA	rRNA				reverse	2016-03-07	ENCODE		see document	>200	1	1_1		101					/files/ENCFF188LMP/, /files/ENCFF751LMQ/, /files/ENCFF742NER/	7280711451	ENCODE Processing Pipeline	b525c90d4a034a5af70e77a3ac335b36		https://www.encodeproject.org/files/ENCFF922NIO/@@download/ENCFF922NIO.bam	V24			released	s3://encode-public/2016/02/23/a877ae04-3d93-4b04-b8e0-f8164668f07b/ENCFF922NIO.bam	ENCODE3 GRCh38 V24	archived			
ENCFF894WPA	bam	bam		alignments	GRCh38	ENCSR532LJV	total RNA-seq	/human-donors/ENCDO845WKR/	UBERON:0002046	thyroid gland	tissue	Homo sapiens											RNA	rRNA				reverse	2016-03-07	ENCODE		see document	>200	1	1_2		101					/files/ENCFF628TMU/, /files/ENCFF151GUG/, /files/ENCFF742NER/	8542394203	ENCODE Processing Pipeline	7dd6b9177264bd914465dc53bf8eca46		https://www.encodeproject.org/files/ENCFF894WPA/@@download/ENCFF894WPA.bam	V24			released	s3://encode-public/2016/02/23/95d3839c-39e6-4e36-93db-2adb4564a72a/ENCFF894WPA.bam	ENCODE3 GRCh38 V24	archived			
ENCFF039SBM	bam	bam		alignments	GRCh38	ENCSR532LJV	total RNA-seq	/human-donors/ENCDO845WKR/	UBERON:0002046	thyroid gland	tissue	Homo sapiens											RNA	rRNA				reverse	2016-03-07	ENCODE		see document	>200	1	1_2		101					/files/ENCFF598IDH/, /files/ENCFF151GUG/, /files/ENCFF628TMU/	8542673492	ENCODE Processing Pipeline	b2a90b0ca46ea86c1d8597f8448f9e14		https://www.encodeproject.org/files/ENCFF039SBM/@@download/ENCFF039SBM.bam	V29			released	s3://encode-public/2021/06/01/cc71c83a-b7c5-48a0-9fd7-1317e23d9b41/ENCFF039SBM.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF687CCF	bam	bam		alignments	GRCh38	ENCSR532LJV	total RNA-seq	/human-donors/ENCDO845WKR/	UBERON:0002046	thyroid gland	tissue	Homo sapiens											RNA	rRNA				reverse	2016-03-07	ENCODE		see document	>200	1	1_1		101					/files/ENCFF598IDH/, /files/ENCFF751LMQ/, /files/ENCFF188LMP/	7280961800	ENCODE Processing Pipeline	bd2fa7615fde1403b97cee6abc09384a		https://www.encodeproject.org/files/ENCFF687CCF/@@download/ENCFF687CCF.bam	V29			released	s3://encode-public/2021/06/01/42caf9b7-e5d2-4b2e-a0a8-73198c144ff3/ENCFF687CCF.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF994LAJ	bam	bam		alignments	GRCh38	ENCSR620NSN	total RNA-seq	/human-donors/ENCDO108OFX/	CL:2000093	bronchus fibroblast of lung	primary cell	Homo sapiens											RNA	rRNA				reverse	2015-05-18	ENCODE		see document	>200	1	1_1		101					/files/ENCFF172EXJ/, /files/ENCFF480YLH/, /files/ENCFF742NER/	11095197118	ENCODE Processing Pipeline	b06d789e94b4ddee9c8ee9b4881e8fb8		https://www.encodeproject.org/files/ENCFF994LAJ/@@download/ENCFF994LAJ.bam	V24			released	s3://encode-public/2016/02/26/6ab54579-109d-4f2d-bb77-246f8edb53ae/ENCFF994LAJ.bam	ENCODE3 GRCh38 V24	archived			
ENCFF545QNF	bam	bam		alignments	GRCh38	ENCSR620NSN	total RNA-seq	/human-donors/ENCDO108OFX/	CL:2000093	bronchus fibroblast of lung	primary cell	Homo sapiens											RNA	rRNA				reverse	2015-05-18	ENCODE		see document	>200	2	2_1		101					/files/ENCFF602JUN/, /files/ENCFF840QXH/, /files/ENCFF742NER/	17233724512	ENCODE Processing Pipeline	6f2119cd7725c830dafd2988abebb736		https://www.encodeproject.org/files/ENCFF545QNF/@@download/ENCFF545QNF.bam	V24			released	s3://encode-public/2016/02/26/0ab949e3-daa6-4b5c-b85b-1592c6fb539e/ENCFF545QNF.bam	ENCODE3 GRCh38 V24	archived			
ENCFF434HUT	bam	bam		alignments	GRCh38	ENCSR620NSN	total RNA-seq	/human-donors/ENCDO108OFX/	CL:2000093	bronchus fibroblast of lung	primary cell	Homo sapiens											RNA	rRNA				reverse	2015-05-18	ENCODE		see document	>200	1	1_1		101					/files/ENCFF598IDH/, /files/ENCFF480YLH/, /files/ENCFF172EXJ/	11096562140	ENCODE Processing Pipeline	987208dcf375dd026f20abbb2cfb8b0a		https://www.encodeproject.org/files/ENCFF434HUT/@@download/ENCFF434HUT.bam	V29			released	s3://encode-public/2021/04/17/179ed8b2-6c9d-4575-ac0c-6ae5ae9499a9/ENCFF434HUT.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF244HPY	bam	bam		alignments	GRCh38	ENCSR620NSN	total RNA-seq	/human-donors/ENCDO108OFX/	CL:2000093	bronchus fibroblast of lung	primary cell	Homo sapiens											RNA	rRNA				reverse	2015-05-18	ENCODE		see document	>200	2	2_1		101					/files/ENCFF598IDH/, /files/ENCFF840QXH/, /files/ENCFF602JUN/	17235925448	ENCODE Processing Pipeline	c40965fa3502f1120aee1d49ffdf9782		https://www.encodeproject.org/files/ENCFF244HPY/@@download/ENCFF244HPY.bam	V29			released	s3://encode-public/2021/04/17/9f00a8f2-ff86-4adc-b034-9067cd68f725/ENCFF244HPY.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF089EWC	bam	bam		alignments	GRCh38	ENCSR490SQH	total RNA-seq	/human-donors/ENCDO221AAA/	EFO:0005904	H7	cell line	Homo sapiens											RNA	rRNA				reverse	2014-06-30	ENCODE		shearing (Covaris generic)	>200	1	1_1		101					/files/ENCFF002DMQ/, /files/ENCFF002DMP/, /files/ENCFF742NER/	17559758544	ENCODE Processing Pipeline	c362d520d959755b80a46f57e0f91563		https://www.encodeproject.org/files/ENCFF089EWC/@@download/ENCFF089EWC.bam	V24			released	s3://encode-public/2016/02/26/3c77e61b-6f47-423e-a781-fc376c91c2f4/ENCFF089EWC.bam	ENCODE3 GRCh38 V24	archived			
ENCFF823RHH	bam	bam		alignments	GRCh38	ENCSR490SQH	total RNA-seq	/human-donors/ENCDO221AAA/	EFO:0005904	H7	cell line	Homo sapiens											RNA	rRNA				reverse	2014-06-30	ENCODE		shearing (Covaris generic)	>200	2	2_1		101					/files/ENCFF002DMK/, /files/ENCFF002DMJ/, /files/ENCFF742NER/	20020212972	ENCODE Processing Pipeline	74c32c3da09a5e1d4f782eaf6ee54d18		https://www.encodeproject.org/files/ENCFF823RHH/@@download/ENCFF823RHH.bam	V24			released	s3://encode-public/2016/02/26/9c83ce07-00ac-45a7-923e-7661a0233b9d/ENCFF823RHH.bam	ENCODE3 GRCh38 V24	archived			
ENCFF042NYL	bam	bam		alignments	GRCh38	ENCSR490SQH	total RNA-seq	/human-donors/ENCDO221AAA/	EFO:0005904	H7	cell line	Homo sapiens											RNA	rRNA				reverse	2014-06-30	ENCODE		shearing (Covaris generic)	>200	2	2_1		101					/files/ENCFF002DMJ/, /files/ENCFF002DMK/, /files/ENCFF598IDH/	20021543325	ENCODE Processing Pipeline	1a3c06c6bbb720a760d042450c1a6605		https://www.encodeproject.org/files/ENCFF042NYL/@@download/ENCFF042NYL.bam	V29			released	s3://encode-public/2021/06/01/db92edb5-4636-47a4-a28a-62bb19482954/ENCFF042NYL.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF007UXU	bam	bam		alignments	GRCh38	ENCSR490SQH	total RNA-seq	/human-donors/ENCDO221AAA/	EFO:0005904	H7	cell line	Homo sapiens											RNA	rRNA				reverse	2014-06-30	ENCODE		shearing (Covaris generic)	>200	1	1_1		101					/files/ENCFF002DMP/, /files/ENCFF598IDH/, /files/ENCFF002DMQ/	17560969548	ENCODE Processing Pipeline	470df6c65207b814a5db14b3111b4846		https://www.encodeproject.org/files/ENCFF007UXU/@@download/ENCFF007UXU.bam	V29			released	s3://encode-public/2021/06/01/fab47d3c-0058-4212-a0df-72fcff555f43/ENCFF007UXU.bam	ENCODE4 v1.2.3 GRCh38 V29	released			
