File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF173JOL	bam	bam		alignments	GRCh38	ENCSR591OZR	long read RNA-seq	/human-donors/ENCDO520EJG/	NTR:0000491	Right ventricle myocardium inferior	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF911UGW/, /files/ENCFF656BTN/	158287626	ENCODE Processing Pipeline	7abd5a1fe535104786fa1d3bbaa55557		https://www.encodeproject.org/files/ENCFF173JOL/@@download/ENCFF173JOL.bam	V29			released	s3://encode-public/2021/01/23/214b8e79-2e9c-4dd7-bb08-16051c53493e/ENCFF173JOL.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/23/214b8e79-2e9c-4dd7-bb08-16051c53493e/ENCFF173JOL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF990ZNY	bam	bam		alignments	GRCh38	ENCSR813UIT	long read RNA-seq	/human-donors/ENCDO000AAP/	EFO:0001200	MCF 10A	cell line	Homo sapiens											polyadenylated mRNA					forward	2022-02-17	ENCODE				1	1_1							/files/ENCFF911UGW/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF966CRV/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	391662054	ENCODE Processing Pipeline	a43f08c9bc83a1e105055370ee868e11		https://www.encodeproject.org/files/ENCFF990ZNY/@@download/ENCFF990ZNY.bam	V29			released	s3://encode-public/2022/02/11/6ee4bd9d-32e9-4c89-bf71-68bd2ba59dec/ENCFF990ZNY.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/11/6ee4bd9d-32e9-4c89-bf71-68bd2ba59dec/ENCFF990ZNY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF702KGD	bam	bam		alignments	GRCh38	ENCSR813UIT	long read RNA-seq	/human-donors/ENCDO000AAP/	EFO:0001200	MCF 10A	cell line	Homo sapiens											polyadenylated mRNA					forward	2022-02-17	ENCODE				2	2_1							/files/ENCFF740SLF/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF911UGW/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	447291279	ENCODE Processing Pipeline	975bb214b413847fd4c2854888389473		https://www.encodeproject.org/files/ENCFF702KGD/@@download/ENCFF702KGD.bam	V29			released	s3://encode-public/2022/02/11/f16e7b11-8619-4848-ad66-1a3751b3cdd5/ENCFF702KGD.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/11/f16e7b11-8619-4848-ad66-1a3751b3cdd5/ENCFF702KGD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF100YYU	bam	bam		alignments	GRCh38	ENCSR916JDV	long read RNA-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											polyadenylated mRNA					forward	2022-02-17	ENCODE				1	1_1							/files/ENCFF911UGW/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF366IUC/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	327003239	ENCODE Processing Pipeline	12923f19c4b3a903a4b5440e61095a14		https://www.encodeproject.org/files/ENCFF100YYU/@@download/ENCFF100YYU.bam	V29			released	s3://encode-public/2022/02/11/41dd36ce-b8a4-4aff-853b-a83aa8c0c3ee/ENCFF100YYU.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/11/41dd36ce-b8a4-4aff-853b-a83aa8c0c3ee/ENCFF100YYU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF100EPL	bam	bam		alignments	GRCh38	ENCSR916JDV	long read RNA-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											polyadenylated mRNA					forward	2022-02-17	ENCODE				2	2_1							/files/ENCFF911UGW/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF529CMY/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	388682201	ENCODE Processing Pipeline	87f364a7468135971d65c2720e07090b		https://www.encodeproject.org/files/ENCFF100EPL/@@download/ENCFF100EPL.bam	V29			released	s3://encode-public/2022/02/11/1c7b805a-491a-49a1-8668-a7e6a565ca0a/ENCFF100EPL.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/11/1c7b805a-491a-49a1-8668-a7e6a565ca0a/ENCFF100EPL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF322UJU	bam	bam		alignments	GRCh38	ENCSR526TQU	long read RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF911UGW/, /files/ENCFF103OYU/	429705196	ENCODE Processing Pipeline	a3a600ee457e5689ddce96aef1ce2cc8		https://www.encodeproject.org/files/ENCFF322UJU/@@download/ENCFF322UJU.bam	V29			released	s3://encode-public/2021/01/23/bb605c00-5c20-4af7-b554-b07b9ea1140a/ENCFF322UJU.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/23/bb605c00-5c20-4af7-b554-b07b9ea1140a/ENCFF322UJU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released		unreplicated experiment	
ENCFF660UTF	bam	bam		alignments	GRCh38	ENCSR782LGT	long read RNA-seq	/human-donors/ENCDO411EVD/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/ENCFF911UGW/, /files/ENCFF327SFR/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	307212044	ENCODE Processing Pipeline	49ce2beb6abb634e4f20f9a4a7231b4d		https://www.encodeproject.org/files/ENCFF660UTF/@@download/ENCFF660UTF.bam	V29			released	s3://encode-public/2021/01/23/4a1738ea-0a30-4b4d-8d9b-172648bd7ad8/ENCFF660UTF.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/23/4a1738ea-0a30-4b4d-8d9b-172648bd7ad8/ENCFF660UTF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF213XDA	bam	bam		alignments	GRCh38	ENCSR271KEJ	long read RNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA					forward	2021-10-08	ENCODE				1	1_1							/files/ENCFF911UGW/, /files/ENCFF510OTC/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	218443674	ENCODE Processing Pipeline	b6cfed914b16db47d8e493454cc1fca1		https://www.encodeproject.org/files/ENCFF213XDA/@@download/ENCFF213XDA.bam	V29			released	s3://encode-public/2022/02/10/ffa986ac-9453-423e-a714-ee894f80c3b6/ENCFF213XDA.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/10/ffa986ac-9453-423e-a714-ee894f80c3b6/ENCFF213XDA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released		insufficient sequencing depth	
ENCFF281VKZ	bam	bam		alignments	GRCh38	ENCSR271KEJ	long read RNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA					forward	2021-10-08	ENCODE				2	2_1							/files/ENCFF911UGW/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF410FON/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	70990358	ENCODE Processing Pipeline	793881c36cc3f73a7773b044f591a4c8		https://www.encodeproject.org/files/ENCFF281VKZ/@@download/ENCFF281VKZ.bam	V29			released	s3://encode-public/2022/02/10/20dc89cd-2c79-47a7-9e3a-cb355aa2a527/ENCFF281VKZ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/10/20dc89cd-2c79-47a7-9e3a-cb355aa2a527/ENCFF281VKZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released		insufficient sequencing depth	
ENCFF250BDM	bam	bam		alignments	GRCh38	ENCSR271KEJ	long read RNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA					forward	2021-10-08	ENCODE				3	3_1							/files/ENCFF911UGW/, /files/ENCFF657BYH/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	370169092	ENCODE Processing Pipeline	f191df4af689bc704bce46561ce6a262		https://www.encodeproject.org/files/ENCFF250BDM/@@download/ENCFF250BDM.bam	V29			released	s3://encode-public/2022/02/10/3dd5c7a9-96af-477a-96f5-a6144a7ac580/ENCFF250BDM.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/10/3dd5c7a9-96af-477a-96f5-a6144a7ac580/ENCFF250BDM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released		insufficient sequencing depth	
ENCFF099TJN	bam	bam		alignments	GRCh38	ENCSR700EBI	long read RNA-seq	/human-donors/ENCDO575WHY/	UBERON:0000947	aorta	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-06-10	ENCODE				1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF266NIM/, /files/ENCFF911UGW/	306161247	ENCODE Processing Pipeline	b421ba1f721124a69cba98a54b5acdbe		https://www.encodeproject.org/files/ENCFF099TJN/@@download/ENCFF099TJN.bam	V29			released	s3://encode-public/2021/04/07/6a166d39-eae0-40ef-b37f-43fd2f67ffeb/ENCFF099TJN.bam	https://datasetencode.blob.core.windows.net/dataset/2021/04/07/6a166d39-eae0-40ef-b37f-43fd2f67ffeb/ENCFF099TJN.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF626QRV	bam	bam		alignments	GRCh38	ENCSR549ELD	long read RNA-seq	/human-donors/ENCDO575WHY/	UBERON:0002099	cardiac septum	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-06-10	ENCODE				1	1_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF911UGW/, /files/ENCFF516YCH/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	387339122	ENCODE Processing Pipeline	15f7e7499f68a3a9f9122de964df5d0d		https://www.encodeproject.org/files/ENCFF626QRV/@@download/ENCFF626QRV.bam	V29			released	s3://encode-public/2021/04/07/bf6d7479-edc8-44c1-be77-6a81d68ff5f3/ENCFF626QRV.bam	https://datasetencode.blob.core.windows.net/dataset/2021/04/07/bf6d7479-edc8-44c1-be77-6a81d68ff5f3/ENCFF626QRV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF132YCF	bam	bam		alignments	GRCh38	ENCSR786FLO	long read RNA-seq	/human-donors/ENCDO520EJG/	NTR:0000493	left ventricle myocardium inferior	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF911UGW/, /files/ENCFF755YKI/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	343901989	ENCODE Processing Pipeline	451f409dadb47e276c9a7ffc1930d55c		https://www.encodeproject.org/files/ENCFF132YCF/@@download/ENCFF132YCF.bam	V29			released	s3://encode-public/2021/01/23/912096f4-5f77-48ad-baaa-36c3777033e8/ENCFF132YCF.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/23/912096f4-5f77-48ad-baaa-36c3777033e8/ENCFF132YCF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF791WUV	bam	bam		alignments	GRCh38	ENCSR563RLX	long read RNA-seq	/human-donors/ENCDO575WHY/	UBERON:0002369	adrenal gland	tissue	Homo sapiens											polyadenylated mRNA					forward	2021-08-02	ENCODE				1	1_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF911UGW/, /files/ENCFF900XHI/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	358455844	ENCODE Processing Pipeline	7d7f8f6b66fe651cd896aa825396e2ec		https://www.encodeproject.org/files/ENCFF791WUV/@@download/ENCFF791WUV.bam	V29			released	s3://encode-public/2021/07/20/9e287802-1f21-4127-87bb-57c62dcda00f/ENCFF791WUV.bam	https://datasetencode.blob.core.windows.net/dataset/2021/07/20/9e287802-1f21-4127-87bb-57c62dcda00f/ENCFF791WUV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF219UJG	bam	bam		alignments	GRCh38	ENCSR962BVU	long read RNA-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/ENCFF911UGW/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF277NCZ/	324766227	ENCODE Processing Pipeline	bd7a8f1654c481c5acab57120021e1bb		https://www.encodeproject.org/files/ENCFF219UJG/@@download/ENCFF219UJG.bam	V29			released	s3://encode-public/2021/01/23/57978650-ee45-4f03-a4aa-cb8ce70290fe/ENCFF219UJG.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/23/57978650-ee45-4f03-a4aa-cb8ce70290fe/ENCFF219UJG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released		unreplicated experiment	
