File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF353CKL	gtf	gtf		transcriptome annotations	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				1	1_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF575ABA/	43412686	ENCODE Processing Pipeline	e542956aed83edc7ca48298f3f2bf1cd		https://www.encodeproject.org/files/ENCFF353CKL/@@download/ENCFF353CKL.gtf.gz	V29			archived	s3://encode-public/2019/11/20/6b6eaa05-f774-425b-a4b1-5cd195679837/ENCFF353CKL.gtf.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/20/6b6eaa05-f774-425b-a4b1-5cd195679837/ENCFF353CKL.gtf.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 GRCh38 V29	archived			
ENCFF575ABA	bam	bam		alignments	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				1	1_1							/files/ENCFF932JDX/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF055LPJ/, /files/ENCFF911UGW/	355301691	ENCODE Processing Pipeline	670418548413c15e96816ca8f745bbd9		https://www.encodeproject.org/files/ENCFF575ABA/@@download/ENCFF575ABA.bam	V29			archived	s3://encode-public/2019/11/20/a74ee955-cfc5-45d6-abe9-0c0acca9734b/ENCFF575ABA.bam	https://datasetencode.blob.core.windows.net/dataset/2019/11/20/a74ee955-cfc5-45d6-abe9-0c0acca9734b/ENCFF575ABA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 GRCh38 V29	archived			
ENCFF563QZB	gtf	gtf		transcriptome annotations	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				2	2_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF463JKW/	48443707	ENCODE Processing Pipeline	760bfa3cafc1642f9b5605a5d499ceb4		https://www.encodeproject.org/files/ENCFF563QZB/@@download/ENCFF563QZB.gtf.gz	V29			archived	s3://encode-public/2019/11/20/ecfcd886-01e3-4b2c-a513-0781cbbe5917/ENCFF563QZB.gtf.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/20/ecfcd886-01e3-4b2c-a513-0781cbbe5917/ENCFF563QZB.gtf.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 GRCh38 V29	archived			
ENCFF861NQQ	bam	bam		unfiltered alignments	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				2	2_1							/files/ENCFF589SMB/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	729671517	ENCODE Processing Pipeline	1425a019d327eeb166cbaaee163ca580		https://www.encodeproject.org/files/ENCFF861NQQ/@@download/ENCFF861NQQ.bam	V29			archived	s3://encode-public/2019/11/20/e30d303c-9cc5-44cc-8ddb-d1598fb4075e/ENCFF861NQQ.bam	https://datasetencode.blob.core.windows.net/dataset/2019/11/20/e30d303c-9cc5-44cc-8ddb-d1598fb4075e/ENCFF861NQQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 GRCh38 V29	archived			
ENCFF198AFG	tsv	tsv		transcript quantifications	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				1	1_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF575ABA/	7918281	ENCODE Processing Pipeline	54f20f5f1bd9d946b125299d0092efde		https://www.encodeproject.org/files/ENCFF198AFG/@@download/ENCFF198AFG.tsv	V29			archived	s3://encode-public/2019/11/20/98cbbbf5-88a0-4591-9a2a-7ebe696b1e83/ENCFF198AFG.tsv	https://datasetencode.blob.core.windows.net/dataset/2019/11/20/98cbbbf5-88a0-4591-9a2a-7ebe696b1e83/ENCFF198AFG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 GRCh38 V29	archived			
ENCFF463JKW	bam	bam		alignments	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				2	2_1							/files/ENCFF861NQQ/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF055LPJ/, /files/ENCFF911UGW/	653411170	ENCODE Processing Pipeline	0474c580ebb871614fb6bd97c012da76		https://www.encodeproject.org/files/ENCFF463JKW/@@download/ENCFF463JKW.bam	V29			archived	s3://encode-public/2019/11/20/7e4b226c-406a-414f-820b-2246365bbf8b/ENCFF463JKW.bam	https://datasetencode.blob.core.windows.net/dataset/2019/11/20/7e4b226c-406a-414f-820b-2246365bbf8b/ENCFF463JKW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 GRCh38 V29	archived			
ENCFF102RHW	bam	bam		unfiltered alignments	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				1	1_1							/files/ENCFF427JDY/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	385287719	ENCODE Processing Pipeline	af400aa54c3cf5545b724259ff4fe6ca		https://www.encodeproject.org/files/ENCFF102RHW/@@download/ENCFF102RHW.bam	V29			released	s3://encode-public/2020/08/07/26a6bc6a-821a-4628-a1cf-f73a878a755a/ENCFF102RHW.bam	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/26a6bc6a-821a-4628-a1cf-f73a878a755a/ENCFF102RHW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF978TOO	bam	bam		unfiltered alignments	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				2	2_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF589SMB/	729671578	ENCODE Processing Pipeline	7e18753a6a85f33211be1941aa9e12d0		https://www.encodeproject.org/files/ENCFF978TOO/@@download/ENCFF978TOO.bam	V29			released	s3://encode-public/2020/08/07/d7703ab4-3c89-4f6c-8996-860d48219417/ENCFF978TOO.bam	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/d7703ab4-3c89-4f6c-8996-860d48219417/ENCFF978TOO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF470UHX	bam	bam		alignments	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				2	2_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF978TOO/, /files/ENCFF911UGW/	176043861	ENCODE Processing Pipeline	a9b0969d5829e1de92e7cd9db75864c1		https://www.encodeproject.org/files/ENCFF470UHX/@@download/ENCFF470UHX.bam	V29			released	s3://encode-public/2020/08/07/06fce152-95e4-4a23-814c-53189c219ae2/ENCFF470UHX.bam	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/06fce152-95e4-4a23-814c-53189c219ae2/ENCFF470UHX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF303OEI	gtf	gtf		transcriptome annotations	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				1	1_1							/files/ENCFF054YYA/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	44567467	ENCODE Processing Pipeline	0f1888cb6efe29f0829c769479448040		https://www.encodeproject.org/files/ENCFF303OEI/@@download/ENCFF303OEI.gtf.gz	V29			released	s3://encode-public/2020/08/07/9e027acc-4c7d-4c18-86d7-11d4775c1970/ENCFF303OEI.gtf.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/9e027acc-4c7d-4c18-86d7-11d4775c1970/ENCFF303OEI.gtf.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF833JVB	tsv	tsv		transcript quantifications	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				1	1_1							/files/ENCFF054YYA/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	7595048	ENCODE Processing Pipeline	c4e5cd12373b86d9fb314627d89518d2		https://www.encodeproject.org/files/ENCFF833JVB/@@download/ENCFF833JVB.tsv	V29			released	s3://encode-public/2020/08/07/45e1066f-0195-499c-86eb-057c43e49269/ENCFF833JVB.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/45e1066f-0195-499c-86eb-057c43e49269/ENCFF833JVB.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF054YYA	bam	bam		alignments	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF911UGW/, /files/ENCFF102RHW/	98517409	ENCODE Processing Pipeline	39d1d5a6f866543c85602bf2ad13c67d		https://www.encodeproject.org/files/ENCFF054YYA/@@download/ENCFF054YYA.bam	V29			released	s3://encode-public/2020/08/07/179e7680-2582-45dc-85e2-2c869d48f536/ENCFF054YYA.bam	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/179e7680-2582-45dc-85e2-2c869d48f536/ENCFF054YYA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF151KTU	tsv	tsv		transcript quantifications	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				2	2_1							/files/ENCFF470UHX/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	11226431	ENCODE Processing Pipeline	2947cef9e381fb16ea978382e362b76f		https://www.encodeproject.org/files/ENCFF151KTU/@@download/ENCFF151KTU.tsv	V29			released	s3://encode-public/2020/08/07/1114e8ce-8611-4d34-acfc-3afacbeb6fc2/ENCFF151KTU.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/1114e8ce-8611-4d34-acfc-3afacbeb6fc2/ENCFF151KTU.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF930AKE	gtf	gtf		transcriptome annotations	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				2	2_1							/files/ENCFF470UHX/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	49329716	ENCODE Processing Pipeline	0b6fb117ed4d1fd861041f559d396567		https://www.encodeproject.org/files/ENCFF930AKE/@@download/ENCFF930AKE.gtf.gz	V29			released	s3://encode-public/2020/08/07/b0d2ef70-1346-4831-a045-09163f012931/ENCFF930AKE.gtf.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/b0d2ef70-1346-4831-a045-09163f012931/ENCFF930AKE.gtf.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF448BDX	tsv	tsv		transcript quantifications	GRCh38	ENCSR983KDL	long read RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				2	2_1							/files/ENCFF645UVN/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	31801679	ENCODE Processing Pipeline	255ad1d6bf2e2faf49571f9997daa0f0		https://www.encodeproject.org/files/ENCFF448BDX/@@download/ENCFF448BDX.tsv	V29			released	s3://encode-public/2021/01/23/e53d8daf-ec73-481a-824d-36edbf9973d1/ENCFF448BDX.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/01/23/e53d8daf-ec73-481a-824d-36edbf9973d1/ENCFF448BDX.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF302ZXZ	tsv	tsv		transcript quantifications	GRCh38	ENCSR983KDL	long read RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/ENCFF661OEY/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	34114826	ENCODE Processing Pipeline	61acdab18d2981173e1bff184be38182		https://www.encodeproject.org/files/ENCFF302ZXZ/@@download/ENCFF302ZXZ.tsv	V29			released	s3://encode-public/2021/01/23/de2b0512-a713-41aa-be63-7394402b27b2/ENCFF302ZXZ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/01/23/de2b0512-a713-41aa-be63-7394402b27b2/ENCFF302ZXZ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF588BMG	gtf	gtf		transcriptome annotations	GRCh38	ENCSR983KDL	long read RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				2	2_1							/files/ENCFF645UVN/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	75052354	ENCODE Processing Pipeline	dd2e06708f10ea51e968a1e0f571f9d9		https://www.encodeproject.org/files/ENCFF588BMG/@@download/ENCFF588BMG.gtf.gz	V29			released	s3://encode-public/2021/01/23/5e0fde4c-1262-4f35-8aac-59e85c77a713/ENCFF588BMG.gtf.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/23/5e0fde4c-1262-4f35-8aac-59e85c77a713/ENCFF588BMG.gtf.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.0.0 GRCh38 V29	released			
