gene_id	gene_id_known	known	n_ss	transcript_novelty	gene_novelty	n_genes	n_genes_no_rt	Name_supp	n_supp_ss	gene_id_known_rt	Name_supp_rt	n_supp_ss_rt	gid	n_supp_total_ss	n_supp_total_ss_rt	perc_supp_ss	perc_supp_ss_rt	perc_supp_annot_ss	perc_supp_annot_ss_rt	Name	fix_needed	perc_supp_diff
ENSG00000283580.3	ENSG00000164008	TRUE	6	NIC	Known	2	1	ENSG00000164008_1	6	ENSG00000283580	ENSG00000283580_2	4	ENSG00000283580	8	4	100	66.66666666666666	75	100	TALONT000792848		33.33333333333334
ENSG00000259030.7	ENSG00000116783	TRUE	34	NIC	Known	2	1	ENSG00000116783_1	33	ENSG00000259030	ENSG00000259030_5	32	ENSG00000259030	48	58	97.05882352941177	94.11764705882352	68.75	55.172413793103445	TALONT000930061	no	2.941176470588246
ENSG00000259030.7	ENSG00000116783	TRUE	42	NIC	Known	2	1	ENSG00000116783_1	41	ENSG00000259030	ENSG00000259030_4	41	ENSG00000259030	48	46	97.61904761904762	97.61904761904762	85.41666666666666	89.13043478260869	TALONT000930071	yes	0
ENSG00000259030.7	ENSG00000116783	TRUE	36	ISM	Known	2	1	ENSG00000116783_1	36	ENSG00000259030	ENSG00000259030_1	35	ENSG00000259030	48	52	100	97.22222222222221	75	67.30769231	TALONT000930083	yes	2.7777777777777857
ENSG00000283761.1	ENSG00000156875	TRUE	24	ISM	Known	2	1	ENSG00000156875_1	22	ENSG00000283761	ENSG00000283761_3	23	ENSG00000283761	22	38	91.66666666666666	95.83333333333334	100	60.526315789473685	TALONT000983329	yes	-4.166666667
ENSG00000283761.1	ENSG00000156875	TRUE	20	NIC	Known	2	1	ENSG00000156875_1	20	ENSG00000283761	ENSG00000283761_2	19	ENSG00000283761	22	30	100	95	90.90909091	63.33333333333333	TALONT000983339	yes	5
ENSG00000259030.7	ENSG00000116783	TRUE	34	NIC	Known	2	1	ENSG00000116783_1	33	ENSG00000259030	ENSG00000259030_4	32	ENSG00000259030	48	46	97.05882352941177	94.11764705882352	68.75	69.56521739130434	TALONT001699259	no	2.941176470588246
ENSG00000259030.7	ENSG00000116783	TRUE	34	NIC	Known	2	1	ENSG00000116783_1	33	ENSG00000259030	ENSG00000259030_5	32	ENSG00000259030	48	58	97.05882352941177	94.11764705882352	68.75	55.172413793103445	TALONT001699272	no	2.941176470588246
ENSG00000283761.1		FALSE	22	ISM	Known	2	1			ENSG00000283761	ENSG00000283761_8	21	ENSG00000283761		34		95.45454545454545		61.76470588235294	TALONT002452026	yes	
ENSG00000283761.1	ENSG00000156875	TRUE	22	ISM	Known	2	1	ENSG00000156875_1	21	ENSG00000283761	ENSG00000283761_8	21	ENSG00000283761	22	34	95.45454545454545	95.45454545454545	95.45454545454545	61.76470588235294	TALONT002452026	yes	0
ENSG00000254929.6	ENSG00000251079	TRUE	6	ISM	Known	2	1	ENSG00000251079_1	4	ENSG00000254929	ENSG00000254929_2	6	ENSG00000254929	14	16	66.66666666666666	100	28.57142857142857	37.5	TALONT000377473		-33.33333333
ENSG00000285932.1	ENSG00000014919	TRUE	16	ISM	Known	2	1	ENSG00000014919_1	15	ENSG00000285932	ENSG00000285932_1	14	ENSG00000285932	16	24	93.75	87.5	93.75	58.333333333333336	TALONT000636819	no	6.25
ENSG00000255508.7	ENSG00000254772	TRUE	18	ISM	Known	2	1	ENSG00000254772_1	17	ENSG00000255508	ENSG00000255508_3	18	ENSG00000255508	18	24	94.44444444444444	100	94.44444444444444	75	TALONT000948748	could go either way	-5.555555556
ENSG00000234857.2	ENSG00000214753	TRUE	14	ISM	Known	2	1	ENSG00000214753_1	14	ENSG00000234857	ENSG00000234857_1	14	ENSG00000234857	26	46	100	100	53.84615384615385	30.434782608695656	TALONT000965659	yes	0
ENSG00000256591.5	ENSG00000167985	TRUE	6	NNC	Known	2	1	ENSG00000167985_1	5	ENSG00000256591	ENSG00000256591_2	5	ENSG00000256591	6	10	83.33333333333334	83.33333333333334	83.33333333333334	50	TALONT000908976		0
ENSG00000256591.5	ENSG00000167985	TRUE	8	NIC	Known	2	1	ENSG00000167985_1	5	ENSG00000256591	ENSG00000256591_5	6	ENSG00000256591	6	6	62.5	75	83.33333333333334	100	TALONT000909041		-12.5
ENSG00000256591.5	ENSG00000167985	TRUE	2	NIC	Known	2	1	ENSG00000167985_8	1	ENSG00000256591	ENSG00000256591_7	1	ENSG00000256591	8	8	50	50	12.5	12.5	TALONT000909066		0
ENSG00000256591.5	ENSG00000167985	TRUE	8	NIC	Known	2	1	ENSG00000167985_1	6	ENSG00000256591	ENSG00000256591_2	6	ENSG00000256591	6	10	75	75	100	60	TALONT000909203		0
ENSG00000256591.5		FALSE	8	NIC	Known	2	1			ENSG00000256591	ENSG00000256591_2	6	ENSG00000256591		10		75		60	TALONT000909203		
ENSG00000257069.6	ENSG00000182450	TRUE	12	ISM	Known	2	1	ENSG00000182450_7	11	ENSG00000257069	ENSG00000257069_1	12	ENSG00000257069	12	20	91.66666666666666	100	91.66666666666666	60	TALONT000983726		-8.333333333
ENSG00000254445.1		FALSE	8	NNC	Known	2	1			ENSG00000254445	ENSG00000254445_2	7	ENSG00000254445		8		87.5		87.5	TALONT001107701		
ENSG00000254445.1	ENSG00000149300	TRUE	8	NNC	Known	2	1	ENSG00000149300_1	6	ENSG00000254445	ENSG00000254445_2	7	ENSG00000254445	6	8	75	87.5	100	87.5	TALONT001107701		-12.5
ENSG00000257069.6	ENSG00000182450	TRUE	10	NIC	Known	2	1	ENSG00000182450_1	9	ENSG00000257069	ENSG00000257069_1	10	ENSG00000257069	12	20	90	100	75	50	TALONT001701586		-10
ENSG00000275778.2	ENSG00000212127	TRUE	4	NIC	Known	3	1	ENSG00000212127_2	3	ENSG00000231887	ENSG00000231887_8	3	ENSG00000275778	8	8	75	75	37.5	37.5	TALONT000411570		0
ENSG00000275778.2	ENSG00000212127	TRUE	4	NIC	Known	3	1	ENSG00000212127_2	3	ENSG00000231887	ENSG00000231887_8	3	ENSG00000275778	8	8	75	75	37.5	37.5	TALONT000411570		0
ENSG00000257390.5	ENSG00000135392	TRUE	12	ISM	Known	2	1	ENSG00000135392_3	12	ENSG00000257390	ENSG00000257390_1	10	ENSG00000257390	14	30	100	83.33333333333334	85.71428571428571	33.33333333333333	TALONT000737658		16.666666666666657
ENSG00000255819.7	ENSG00000183542	TRUE	10	NNC	Known	2	1	ENSG00000183542_1	6	ENSG00000255819	ENSG00000255819_12	9	ENSG00000255819	6	22	60	90	100	40.909090909090914	TALONT003471763		-30
ENSG00000272917.1		FALSE	8	NNC	Known	3	1			ENSG00000284634	ENSG00000284634_6	7	ENSG00000272917		8		87.5		87.5	TALONT000397359		
ENSG00000272917.1		FALSE	8	NNC	Known	3	1			ENSG00000284634	ENSG00000284634_6	7	ENSG00000272917		8		87.5		87.5	TALONT000397359		
ENSG00000272917.1	ENSG00000256594	TRUE	8	NNC	Known	3	1	ENSG00000256594_4	6	ENSG00000284634	ENSG00000284634_6	7	ENSG00000272917	8	8	75	87.5	75	87.5	TALONT000397359		-12.5
ENSG00000272917.1	ENSG00000256594	TRUE	8	NNC	Known	3	1	ENSG00000256594_4	6	ENSG00000284634	ENSG00000284634_6	7	ENSG00000272917	8	8	75	87.5	75	87.5	TALONT000397359		-12.5
ENSG00000272917.1		FALSE	6	NIC	Known	3	1			ENSG00000284634	ENSG00000284634_6	5	ENSG00000272917		8		83.33333333333334		62.5	TALONT000397377		
ENSG00000272917.1		FALSE	6	NIC	Known	3	1			ENSG00000284634	ENSG00000284634_6	5	ENSG00000272917		8		83.33333333333334		62.5	TALONT000397377		
ENSG00000272917.1	ENSG00000256594	TRUE	6	NIC	Known	3	1	ENSG00000256594_1	5	ENSG00000284634	ENSG00000284634_6	5	ENSG00000272917	6	8	83.33333333333334	83.33333333333334	83.33333333333334	62.5	TALONT000397377		0
ENSG00000272917.1	ENSG00000256594	TRUE	6	NIC	Known	3	1	ENSG00000256594_1	5	ENSG00000284634	ENSG00000284634_6	5	ENSG00000272917	6	8	83.33333333333334	83.33333333333334	83.33333333333334	62.5	TALONT000397377		0
ENSG00000272917.1		FALSE	8	NIC	Known	3	1			ENSG00000284634	ENSG00000284634_4	6	ENSG00000272917		8		75		75	TALONT000397394		
ENSG00000272917.1		FALSE	8	NIC	Known	3	1			ENSG00000284634	ENSG00000284634_4	6	ENSG00000272917		8		75		75	TALONT000397394		
ENSG00000272917.1	ENSG00000256594	TRUE	8	NIC	Known	3	1	ENSG00000256594_3	7	ENSG00000284634	ENSG00000284634_4	6	ENSG00000272917	8	8	87.5	75	87.5	75	TALONT000397394		12.5
ENSG00000272917.1	ENSG00000256594	TRUE	8	NIC	Known	3	1	ENSG00000256594_3	7	ENSG00000284634	ENSG00000284634_4	6	ENSG00000272917	8	8	87.5	75	87.5	75	TALONT000397394		12.5
ENSG00000258311.5		FALSE	8	NIC	Known	2	1			ENSG00000258311	ENSG00000258311_1	5	ENSG00000258311		6		62.5		83.33333333333334	TALONT000732916		
ENSG00000258311.5	ENSG00000135441	TRUE	8	NIC	Known	2	1	ENSG00000135441_1	6	ENSG00000258311	ENSG00000258311_1	5	ENSG00000258311	6	6	75	62.5	100	83.33333333333334	TALONT000732916		12.5
ENSG00000250709.1	ENSG00000242715	TRUE	6	ISM	Known	2	1	ENSG00000242715_13	6	ENSG00000250709	ENSG00000250709_1	3	ENSG00000250709	8	30	100	50	75	10	TALONT000242447		50
ENSG00000260669.2	ENSG00000213920	TRUE	8	ISM	Known	3	1	ENSG00000213920_1	8	ENSG00000260669	ENSG00000260669_1	8	ENSG00000260669	10	18	100	100	80	44.44444444444444	TALONT000471602		0
ENSG00000260669.2	ENSG00000213920	TRUE	8	ISM	Known	3	1	ENSG00000213920_1	8	ENSG00000260669	ENSG00000260669_1	8	ENSG00000260669	10	18	100	100	80	44.44444444444444	TALONT000471602		0
ENSG00000259529.1	ENSG00000213928	TRUE	18	ISM	Known	2	1	ENSG00000213928_2	16	ENSG00000259529	ENSG00000259529_1	16	ENSG00000259529	16	40	88.88888888888889	88.88888888888889	100	40	TALONT000466190	yes	0
ENSG00000259529.1	ENSG00000213928	TRUE	12	ISM	Known	2	1	ENSG00000213928_9	12	ENSG00000259529	ENSG00000259529_1	12	ENSG00000259529	14	40	100	100	85.71428571428571	30	TALONT000466371		0
ENSG00000259529.1	ENSG00000213928	TRUE	14	NIC	Known	2	1	ENSG00000213928_1	14	ENSG00000259529	ENSG00000259529_1	14	ENSG00000259529	16	40	100	100	87.5	35	TALONT000466506		0
ENSG00000259529.1		FALSE	16	NNC	Known	2	1			ENSG00000259529	ENSG00000259529_1	15	ENSG00000259529		40		93.75		37.5	TALONT000466988	yes	
ENSG00000259529.1	ENSG00000213928	TRUE	16	NNC	Known	2	1	ENSG00000213928_1	15	ENSG00000259529	ENSG00000259529_1	15	ENSG00000259529	16	40	93.75	93.75	93.75	37.5	TALONT000466988	yes	0
ENSG00000259529.1	ENSG00000213928	TRUE	14	ISM	Known	2	1	ENSG00000213928_1	14	ENSG00000259529	ENSG00000259529_1	14	ENSG00000259529	16	40	100	100	87.5	35	TALONT000467068		0
ENSG00000259529.1	ENSG00000213928	TRUE	4	ISM	Known	2	1	ENSG00000213928_9	4	ENSG00000259529	ENSG00000259529_1	4	ENSG00000259529	14	40	100	100	28.57142857142857	10	TALONT000467175		0
ENSG00000187951.11	ENSG00000285035	TRUE	26	NIC	Known	4	1	ENSG00000285035_2	5	ENSG00000284906	ENSG00000284906_1	19	ENSG00000187951	6	20	19.230769230769234	73.07692307692307	83.33333333333334	95	TALONT000244006		-53.84615385
ENSG00000187951.11	ENSG00000285035	TRUE	26	NIC	Known	4	1	ENSG00000285035_2	5	ENSG00000284906	ENSG00000284906_1	19	ENSG00000187951	6	20	19.230769230769234	73.07692307692307	83.33333333333334	95	TALONT000244006		-53.84615385
ENSG00000187951.11	ENSG00000285035	TRUE	26	NIC	Known	4	1	ENSG00000285035_2	5	ENSG00000284906	ENSG00000284906_1	19	ENSG00000187951	6	20	19.230769230769234	73.07692307692307	83.33333333333334	95	TALONT000244006		-53.84615385
ENSG00000168970.22	ENSG00000243789	TRUE	12	ISM	Known	2	1	ENSG00000243789_1	12	ENSG00000168970	ENSG00000168970_4	12	ENSG00000168970	14	46	100	100	85.71428571428571	26.08695652173913	TALONT000302825		0
ENSG00000168970.22	ENSG00000243708	TRUE	38	ISM	Known	2	1	ENSG00000243708_1	36	ENSG00000168970	ENSG00000168970_1	36	ENSG00000168970	40	48	94.73684210526315	94.73684210526315	90	75	TALONT000303567	yes	0
ENSG00000137878.17	ENSG00000263155	TRUE	22	ISM	Known	2	1	ENSG00000263155_1	22	ENSG00000137878	ENSG00000137878_7	22	ENSG00000137878	24	26	100	100	91.66666666666666	84.61538461538461	TALONT000408133	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	26	NIC	Known	2	1	ENSG00000263155_1	24	ENSG00000137878	ENSG00000137878_7	24	ENSG00000137878	24	26	92.30769231	92.30769231	100	92.30769231	TALONT000408157	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	22	NIC	Known	2	1	ENSG00000263155_1	22	ENSG00000137878	ENSG00000137878_7	22	ENSG00000137878	24	26	100	100	91.66666666666666	84.61538461538461	TALONT000408184	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	22	NIC	Known	2	1	ENSG00000263155_1	22	ENSG00000137878	ENSG00000137878_6	22	ENSG00000137878	24	30	100	100	91.66666666666666	73.33333333333333	TALONT000408321	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	22	NIC	Known	2	1	ENSG00000263155_1	22	ENSG00000137878	ENSG00000137878_7	22	ENSG00000137878	24	26	100	100	91.66666666666666	84.61538461538461	TALONT000408465	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	24	ISM	Known	2	1	ENSG00000263155_1	23	ENSG00000137878	ENSG00000137878_7	23	ENSG00000137878	24	26	95.83333333333334	95.83333333333334	95.83333333333334	88.46153846153845	TALONT000410780	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	20	NIC	Known	2	1	ENSG00000263155_2	18	ENSG00000137878	ENSG00000137878_6	19	ENSG00000137878	22	30	90	95	81.81818181818183	63.33333333333333	TALONT000410797	lost cause	-5
ENSG00000137878.17	ENSG00000263155	TRUE	26	NIC	Known	2	1	ENSG00000263155_1	23	ENSG00000137878	ENSG00000137878_7	23	ENSG00000137878	24	26	88.46153846153845	88.46153846153845	95.83333333333334	88.46153846153845	TALONT000410848	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	22	ISM	Known	2	1	ENSG00000263155_1	22	ENSG00000137878	ENSG00000137878_7	22	ENSG00000137878	24	26	100	100	91.66666666666666	84.61538461538461	TALONT000410905	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	20	ISM	Known	2	1	ENSG00000263155_1	20	ENSG00000137878	ENSG00000137878_7	20	ENSG00000137878	24	26	100	100	83.33333333333334	76.92307692307693	TALONT000410916	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	18	ISM	Known	2	1	ENSG00000263155_1	18	ENSG00000137878	ENSG00000137878_7	18	ENSG00000137878	24	26	100	100	75	69.23076923076923	TALONT000410927	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	16	ISM	Known	2	1	ENSG00000263155_1	16	ENSG00000137878	ENSG00000137878_12	16	ENSG00000137878	24	24	100	100	66.66666666666666	66.66666666666666	TALONT000410934	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	14	ISM	Known	2	1	ENSG00000263155_1	14	ENSG00000137878	ENSG00000137878_7	14	ENSG00000137878	24	26	100	100	58.333333333333336	53.84615384615385	TALONT000410941	lost cause	0
ENSG00000137878.17	ENSG00000263155	TRUE	6	ISM	Known	2	1	ENSG00000263155_1	5	ENSG00000137878	ENSG00000137878_7	5	ENSG00000137878	24	26	83.33333333333334	83.33333333333334	20.833333333333336	19.230769230769234	TALONT000410987		0
ENSG00000187951.11	ENSG00000285035	TRUE	28	ISM	Known	4	1	ENSG00000285035_2	5	ENSG00000284906	ENSG00000284906_1	19	ENSG00000187951	6	20	17.857142857142858	67.85714285714286	83.33333333333334	95	TALONT001202150		-50
ENSG00000187951.11	ENSG00000285035	TRUE	28	ISM	Known	4	1	ENSG00000285035_2	5	ENSG00000284906	ENSG00000284906_1	19	ENSG00000187951	6	20	17.857142857142858	67.85714285714286	83.33333333333334	95	TALONT001202150		-50
ENSG00000187951.11	ENSG00000285035	TRUE	28	ISM	Known	4	1	ENSG00000285035_2	5	ENSG00000284906	ENSG00000284906_1	19	ENSG00000187951	6	20	17.857142857142858	67.85714285714286	83.33333333333334	95	TALONT001202150		-50
ENSG00000137878.17		FALSE	24	NNC	Known	2	1			ENSG00000137878	ENSG00000137878_7	23	ENSG00000137878		26		95.83333333333334		88.46153846153845	TALONT001313613	lost cause	
ENSG00000137878.17	ENSG00000263155	TRUE	24	NNC	Known	2	1	ENSG00000263155_1	23	ENSG00000137878	ENSG00000137878_7	23	ENSG00000137878	24	26	95.83333333333334	95.83333333333334	95.83333333333334	88.46153846153845	TALONT001313613	lost cause	0
ENSG00000258461.5	ENSG00000092529	TRUE	20	ISM	Known	2	1	ENSG00000092529_5	20	ENSG00000258461	ENSG00000258461_3	19	ENSG00000258461	24	52	100	95	83.33333333333334	36.53846153846153	TALONT001914882	yes	5
ENSG00000270580.5	ENSG00000250251	TRUE	2	ISM	Known	2	1	ENSG00000250251_1	2	ENSG00000270580	ENSG00000270580_1	2	ENSG00000270580	46	34	100	100	4.3478260869565215	5.882352941	TALONT000473107		0
ENSG00000261832.6	ENSG00000188603	TRUE	28	NIC	Known	2	1	ENSG00000188603_55	28	ENSG00000261832	ENSG00000261832_11	28	ENSG00000261832	32	32	100	100	87.5	87.5	TALONT000550296	yes	0
ENSG00000261740.6	ENSG00000183336	TRUE	4	ISM	Known	2	1	ENSG00000183336_1	3	ENSG00000261740	ENSG00000261740_1	2	ENSG00000261740	4	8	75	50	75	25	TALONT000579329		25
ENSG00000261740.6	ENSG00000183336	TRUE	2	ISM	Known	2	1	ENSG00000183336_2	2	ENSG00000261740	ENSG00000261740_3	1	ENSG00000261740	10	8	100	50	20	12.5	TALONT000579331		50
ENSG00000261884.2	ENSG00000205220	TRUE	6	ISM	Known	2	1	ENSG00000205220_2	5	ENSG00000261884	ENSG00000261884_1	6	ENSG00000261884	6	8	83.33333333333334	100	83.33333333333334	75	TALONT000747980		-16.66666667
ENSG00000261884.2	ENSG00000205220	TRUE	2	ISM	Known	2	1	ENSG00000205220_1	2	ENSG00000261884	ENSG00000261884_1	2	ENSG00000261884	14	8	100	100	14.285714285714285	25	TALONT000748037		0
ENSG00000260280.5	ENSG00000213648	TRUE	12	ISM	Known	2	1	ENSG00000213648_1	12	ENSG00000260280	ENSG00000260280_2	12	ENSG00000260280	14	18	100	100	85.71428571428571	66.66666666666666	TALONT000580383		0
ENSG00000213599.10	ENSG00000261052	TRUE	12	ISM	Known	2	1	ENSG00000261052_2	12	ENSG00000213599	ENSG00000213599_1	12	ENSG00000213599	14	20	100	100	85.71428571428571	60	TALONT000628587		0
ENSG00000260899.1	ENSG00000156873	TRUE	18	ISM	Known	2	1	ENSG00000156873_1	17	ENSG00000260899	ENSG00000260899_1	4	ENSG00000260899	18	8	94.44444444444444	22.22222222222222	94.44444444444444	50	TALONT000637494	yes	72.22222222222223
ENSG00000260899.1	ENSG00000156873	TRUE	14	ISM	Known	2	1	ENSG00000156873_1	14	ENSG00000260899	ENSG00000260899_1	4	ENSG00000260899	18	8	100	28.57142857142857	77.77777777777779	50	TALONT000637495		71.42857142857143
ENSG00000260899.1	ENSG00000156873	TRUE	16	ISM	Known	2	1	ENSG00000156873_1	15	ENSG00000260899	ENSG00000260899_1	4	ENSG00000260899	18	8	93.75	25	83.33333333333334	50	TALONT000637497	yes	68.75
ENSG00000260899.1		FALSE	16	ISM	Known	2	1			ENSG00000260899	ENSG00000260899_1	4	ENSG00000260899		8		25		50	TALONT000637497	yes	
ENSG00000260899.1	ENSG00000156873	TRUE	16	NIC	Known	2	1	ENSG00000156873_5	15	ENSG00000260899	ENSG00000260899_1	4	ENSG00000260899	16	8	93.75	25	93.75	50	TALONT000637508	yes	68.75
ENSG00000260899.1	ENSG00000156873	TRUE	16	ISM	Known	2	1	ENSG00000156873_3	16	ENSG00000260899	ENSG00000260899_1	4	ENSG00000260899	20	8	100	25	80	50	TALONT000637511	yes	75
ENSG00000260899.1	ENSG00000156873	TRUE	10	ISM	Known	2	1	ENSG00000156873_2	10	ENSG00000260899	ENSG00000260899_1	4	ENSG00000260899	18	8	100	40	55.55555555555556	50	TALONT000637622		60
ENSG00000260899.1	ENSG00000156873	TRUE	16	ISM	Known	2	1	ENSG00000156873_3	15	ENSG00000260899	ENSG00000260899_1	4	ENSG00000260899	20	8	93.75	25	75	50	TALONT000637792	yes	68.75
ENSG00000260899.1	ENSG00000156873	TRUE	16	ISM	Known	2	1	ENSG00000156873_3	16	ENSG00000260899	ENSG00000260899_1	2	ENSG00000260899	20	8	100	12.5	80	25	TALONT000638355	yes	87.5
ENSG00000262304.2	ENSG00000197417	TRUE	10	NIC	Known	2	1	ENSG00000197417_1	10	ENSG00000262304	ENSG00000262304_1	10	ENSG00000262304	12	26	100	100	83.33333333333334	38.46153846153847	TALONT000268735		0
ENSG00000257950.3	ENSG00000083454	TRUE	22	ISM	Known	2	1	ENSG00000083454_5	21	ENSG00000257950	ENSG00000257950_1	22	ENSG00000257950	22	28	95.45454545454545	100	95.45454545454545	78.57142857142857	TALONT000271619	yes	-4.545454545
ENSG00000259024.6	ENSG00000175106	TRUE	12	NIC	Known	3	1	ENSG00000175106_1	9	ENSG00000259024	ENSG00000259024_4	10	ENSG00000259024	12	12	75	83.33333333333334	75	83.33333333333334	TALONT000446661		-8.333333333
ENSG00000259024.6	ENSG00000175106	TRUE	12	NIC	Known	3	1	ENSG00000175106_1	9	ENSG00000259024	ENSG00000259024_4	10	ENSG00000259024	12	12	75	83.33333333333334	75	83.33333333333334	TALONT000446661		-8.333333333
ENSG00000259024.6	ENSG00000175106	TRUE	14	NIC	Known	3	1	ENSG00000175106_1	11	ENSG00000259024	ENSG00000259024_1	12	ENSG00000259024	12	12	78.57142857142857	85.71428571428571	91.66666666666666	100	TALONT000446670		-7.142857143
ENSG00000259024.6	ENSG00000175106	TRUE	14	NIC	Known	3	1	ENSG00000175106_1	11	ENSG00000259024	ENSG00000259024_1	12	ENSG00000259024	12	12	78.57142857142857	85.71428571428571	91.66666666666666	100	TALONT000446670		-7.142857143
ENSG00000259024.6	ENSG00000175106	TRUE	16	NIC	Known	3	1	ENSG00000175106_1	11	ENSG00000259024	ENSG00000259024_1	12	ENSG00000259024	12	12	68.75	75	91.66666666666666	100	TALONT000446694		-6.25
ENSG00000259024.6	ENSG00000175106	TRUE	16	NIC	Known	3	1	ENSG00000175106_1	11	ENSG00000259024	ENSG00000259024_1	12	ENSG00000259024	12	12	68.75	75	91.66666666666666	100	TALONT000446694		-6.25
ENSG00000259024.6	ENSG00000175106	TRUE	14	NIC	Known	3	1	ENSG00000175106_3	10	ENSG00000259024	ENSG00000259024_1	12	ENSG00000259024	10	12	71.42857142857143	85.71428571428571	100	100	TALONT000446706		-14.28571429
ENSG00000259024.6	ENSG00000175106	TRUE	14	NIC	Known	3	1	ENSG00000175106_3	10	ENSG00000259024	ENSG00000259024_1	12	ENSG00000259024	10	12	71.42857142857143	85.71428571428571	100	100	TALONT000446706		-14.28571429
ENSG00000259024.6	ENSG00000175106	TRUE	14	NIC	Known	3	1	ENSG00000175106_1	11	ENSG00000259024	ENSG00000259024_3	12	ENSG00000259024	12	12	78.57142857142857	85.71428571428571	91.66666666666666	100	TALONT000446720		-7.142857143
ENSG00000259024.6	ENSG00000175106	TRUE	14	NIC	Known	3	1	ENSG00000175106_1	11	ENSG00000259024	ENSG00000259024_3	12	ENSG00000259024	12	12	78.57142857142857	85.71428571428571	91.66666666666666	100	TALONT000446720		-7.142857143
ENSG00000259024.6	ENSG00000175106	TRUE	12	NIC	Known	3	1	ENSG00000175106_1	11	ENSG00000259024	ENSG00000259024_3	10	ENSG00000259024	12	12	91.66666666666666	83.33333333333334	91.66666666666666	83.33333333333334	TALONT000446832		8.333333333333314
ENSG00000259024.6	ENSG00000175106	TRUE	12	NIC	Known	3	1	ENSG00000175106_1	11	ENSG00000259024	ENSG00000259024_3	10	ENSG00000259024	12	12	91.66666666666666	83.33333333333334	91.66666666666666	83.33333333333334	TALONT000446832		8.333333333333314
ENSG00000259024.6	ENSG00000175106	TRUE	12	ISM	Known	2	1	ENSG00000175106_1	11	ENSG00000259024	ENSG00000259024_3	10	ENSG00000259024	12	12	91.66666666666666	83.33333333333334	91.66666666666666	83.33333333333334	TALONT000447845		8.333333333333314
